Principale1;Principale2;Principale3;Principale4;Principale5;Principale6;Principale7
-1,392327553;-1,132437274;0,487073757;-0,039662611;0,669085959;0,185464616;0,015681574
-1,353234369;-1,123700679;0,498398476;-0,041766645;0,715121796;0,204465876;-0,078213148
-1,236234399;-1,002338211;0,372512281;-0,009865885;0,306230728;0,044788081;0,94169626
-1,237559644;-1,025099903;0,40278813;-0,017552178;0,414845143;0,088416895;0,682066843
-1,312591339;-1,074389008;0,44225507;-0,027015883;0,518228283;0,125931082;0,405315892
-1,189748998;-0,985340198;0,232202315;-0,089110411;-0,591090835;-0,257522015;-0,412835803
-1,220322184;-1,010940194;0,280668803;-0,095095139;-0,519899495;-0,257117289;-0,603948789
-1,321370462;-1,064729252;0,266019238;-0,099048204;-0,515706019;-0,230672525;-0,666534576
-1,239172147;-1,021472075;0,38619232;-0,010149186;0,293417428;0,034322957;0,944768716
-1,139986003;-0,944909938;0,181389125;-0,075945472;-0,772664681;-0,328961978;0,016913669
-1,120268193;-0,93773365;0,22527018;-0,081616002;-0,674277591;-0,314235137;-0,195038897
-1,178423937;-0,980519597;0,257310416;-0,089157014;-0,591642729;-0,284420316;-0,416582145
-1,310434707;-1,057947651;0,257851188;-0,096873347;-0,546604389;-0,243055738;-0,589927628
-1,450736234;-1,174394826;0,499366432;-0,043346864;0,676303643;0,186228376;-0,048722465
-1,175608321;-0,993554216;0,386650095;-0,009347606;0,303866897;0,039629207;0,945741036
-1,233824239;-1,033622224;0,411624194;-0,016913353;0,386800592;0,072425122;0,725245726
-1,283994293;-1,056734171;0,418979767;-0,023468357;0,472050452;0,111643706;0,534288075
-1,052809586;-0,917600853;0,197242484;-0,080462692;-0,664493087;-0,28145481;-0,176208283
-1,190341908;-0,982296059;0,256200636;-0,091487054;-0,556034535;-0,267036586;-0,476489187
-1,24856719;-1,025519693;0,256049381;-0,097410232;-0,504913854;-0,222522056;-0,634074192
-1,39245241;-1,159563684;0,478073354;-0,043398716;0,700229602;0,223518323;-0,067333892
-1,124806116;-0,973489384;0,389027853;-0,011157108;0,35871817;0,065325972;0,864643896
-1,194280215;-1,018477033;0,416246097;-0,01943119;0,447406592;0,100107896;0,626030132
-1,331887253;-1,095569963;0,433999973;-0,028308316;0,515411938;0,128240006;0,40909694
-1,328952508;-1,11351033;0,460342123;-0,034297274;0,601252611;0,161800189;0,204742134
-1,297988457;-1,120918566;0,455030719;-0,041342289;0,717448623;0,240760484;-0,045164269
-1,409512037;-1,173149683;0,477654081;-0,044025898;0,697193391;0,222362148;-0,067030917
-1,090113342;-0,954817223;0,378141448;-0,010231902;0,363081732;0,071036601;0,885600182
-1,131200077;-0,993340342;0,377261508;-0,016029972;0,421457465;0,11925156;0,722098222
-0,906286422;-0,837978903;0,210623724;-0,076973408;-0,640119242;-0,293956434;-0,1367791
-1,249970366;-1,058748136;0,437403961;-0,03065456;0,589989011;0,16375228;0,2910304
-1,304714406;-1,11184678;0,439309036;-0,037127656;0,649764516;0,211943096;0,113319844
-1,422029863;-1,179140373;0,47259767;-0,044458117;0,692615627;0,222541022;-0,064067519
-1,083499445;-0,948583346;0,369783372;-0,009404078;0,351401855;0,068443383;0,919572536
-1,100787783;-0,977108194;0,405102413;-0,018427357;0,472823558;0,116676888;0,623271736
-1,156158078;-1,015499605;0,438370674;-0,027720963;0,586301413;0,161158279;0,339991596
-0,999370061;-0,894459578;0,236571107;-0,087013855;-0,54119156;-0,252834365;-0,410050151
-1,10896189;-0,961147351;0,251186467;-0,094370242;-0,483146334;-0,228653571;-0,592003614
-1,21879081;-1,018096958;0,270329712;-0,099317901;-0,471533226;-0,228425928;-0,691607939
-1,392560082;-1,170162506;0,617574013;0,03537111;1,611517999;0,533604115;1,279236666
-1,130575098;-0,977123192;0,385468352;-0,014243597;0,396598205;0,085674826;0,793452661
-1,053769956;-0,965357583;0,41827014;-0,020738671;0,523411235;0,137138611;0,526920506
-1,227094151;-1,058175716;0,435522087;-0,028000216;0,553174852;0,145925924;0,383801636
-1,038170965;-0,922563643;0,248522997;-0,091180832;-0,502755299;-0,237531392;-0,517765362
-1,15316703;-0,983522786;0,263320096;-0,098639209;-0,444600319;-0,213386714;-0,699873896
-1,10568292;-0,97359927;0,245788662;-0,098475108;-0,436474476;-0,184256044;-0,712236424
-0,874498281;-0,804855843;0,173167348;-0,068815068;-0,758644418;-0,338625079;0,15195249
-1,165649003;-1,02800588;0,396416744;-0,023311229;0,496498636;0,151230002;0,526398176
-1,435289503;-1,223146021;0,642611504;0,021976255;1,776100814;0,625813403;0,871089638
-1,405320967;-1,21606472;0,684584986;0,016975818;1,868819713;0,638409488;0,676323184
-1,34102916;-1,161373513;0,475919006;-0,043700086;0,701268799;0,226281999;-0,05825057
-1,200707826;-1,02384747;0,273616445;-0,09949063;-0,472145739;-0,2294637;-0,686910811
-0,88827013;-0,824673763;0,134897506;-0,066028546;-0,819838826;-0,336207187;0,275391779
-0,940648887;-0,855640143;0,160122428;-0,071848976;-0,757906937;-0,314525784;0,108265734
-0,90475463;-0,839599144;0,203063566;-0,076793162;-0,661233987;-0,300601219;-0,08916663
-1,055977714;-0,928297443;0,230569307;-0,086974383;-0,581357804;-0,270010647;-0,343042225
-1,236972113;-1,081937072;0,468080947;-0,037980375;0,681003749;0,199262125;0,075373225
-1,270695842;-1,106948201;0,48265946;-0,042448184;0,730467459;0,218908577;-0,054612471
-1,147067623;-1,000507453;0,272615806;-0,098833008;-0,463983371;-0,22477649;-0,685135871
-0,7675888;-0,769709339;0,16072262;-0,065317341;-0,774641763;-0,341599581;0,229346022
-0,961659806;-0,871097178;0,172862916;-0,075222634;-0,721660585;-0,300946703;0,016233055
-1,009038595;-0,898233348;0,208225738;-0,080884479;-0,655240264;-0,298462349;-0,152978042
-1,351318432;-1,131164035;0,431116177;-0,036292269;0,594623314;0,188493808;0,220132508
-1,228571277;-1,075512776;0,460194305;-0,036455599;0,657205687;0,190548528;0,134415349
-1,360725475;-1,162195922;0,493582553;-0,044515433;0,702417605;0,202475556;-0,057948524
-1,553571762;-1,309295279;0,701002161;0,01024919;1,87621907;0,638399109;0,566648318
-1,246011584;-1,106313025;0,585478941;0,042651846;1,549649298;0,515281993;1,486756694
-0,904917109;-0,846298262;0,198221569;-0,076206599;-0,680589953;-0,307922692;-0,046146452
-0,971351831;-0,89990525;0,202447999;-0,083402033;-0,615124738;-0,257744661;-0,241472248
-1,033510175;-0,941420924;0,223196828;-0,090502241;-0,541355761;-0,227793596;-0,442724337
-1,195309443;-1,024669954;0,235688137;-0,094126793;-0,571375;-0,246207684;-0,466710399
-1,173744222;-1,02086174;0,279317132;-0,099769782;-0,473062235;-0,231372138;-0,678725811
-1,382405368;-1,185961274;0,467882515;-0,045267719;0,688299009;0,223952693;-0,045682117
-1,10060369;-0,987052423;0,368521458;-0,010606183;0,3182051;0,055166075;0,960492659
-1,011951206;-0,895841163;0,18204683;-0,072100819;-0,804090218;-0,362446476;0,17196771
-1,025830884;-0,927790675;0,189669469;-0,079487883;-0,713646548;-0,300957877;-0,061286193
-1,084215766;-0,973342922;0,216647061;-0,087044994;-0,631357559;-0,269288084;-0,282013236
-1,248016964;-1,106109783;0,46891822;-0,036617446;0,62632845;0,173524013;0,16702731
-1,376642057;-1,176099255;0,491860117;-0,044788994;0,688179772;0,19644197;-0,032487011
-1,322480106;-1,165868776;0,468735546;-0,044531746;0,697081828;0,228316794;-0,044196105
-1,063846234;-0,979827534;0,379552319;-0,012404431;0,354364035;0,069429805;0,887956018
-1,206902756;-1,053198393;0,411684259;-0,021907331;0,429683388;0,095658913;0,651075661
-1,280669511;-1,100856289;0,435558172;-0,029167617;0,501664637;0,123295581;0,449481352
-0,869029605;-0,824611631;0,006746988;-0,142878737;-1,787010246;-0,69467017;-0,940229857
-1,147199213;-1,011829734;0,271951861;-0,097645434;-0,50340654;-0,243352998;-0,598852989
-1,369048387;-1,177125602;0,494381635;-0,045473636;0,69543746;0,199518504;-0,047931933
-1,107278987;-0,999445546;0,377291683;-0,012787958;0,336829793;0,061721993;0,91086854
-1,135975414;-1,018539783;0,386598938;-0,01603646;0,370372606;0,075337095;0,819596811
-1,140332168;-1,050133037;0,40178617;-0,022692066;0,454107058;0,130419233;0,603220529
-0,986525677;-0,924730979;0,203348197;-0,082619435;-0,663343115;-0,28001512;-0,167394662
-1,238355954;-1,105124784;0,461664332;-0,034741752;0,592853256;0,159865262;0,247226578
-1,396542366;-1,197956656;0,473545894;-0,046180741;0,680386639;0,21859069;-0,036572284
-1,321969678;-1,157210459;0,494435471;-0,044914468;0,702518888;0,203194167;-0,04613489
-1,107676528;-1,000803297;0,370067707;-0,011428503;0,311064413;0,051768413;0,970281819
-1,141566941;-1,014892769;0,406870301;-0,016346411;0,375855577;0,052275496;0,815785625
-0,948233222;-0,89492221;0,20661467;-0,077789775;-0,712366581;-0,324447969;-0,024490792
-0,733353524;-0,758802803;0,019409193;-0,138299637;-1,796238867;-0,722317828;-0,853634172
-0,872050334;-0,835602739;0,044948799;-0,147730216;-1,720545351;-0,693361748;-1,089750868
-1,196651188;-1,046789669;0,280435172;-0,10110001;-0,485235099;-0,236710145;-0,665270587
-1,321969343;-1,164413932;0,495465315;-0,04515748;0,700201689;0,202014656;-0,043126022
-1,12239596;-1,016703485;0,374901822;-0,012419458;0,313759245;0,051522094;0,954877952
-1,174425908;-1,049388146;0,39371433;-0,018805549;0,382445434;0,079492752;0,771579892
-1,177945545;-1,065707346;0,429544931;-0,025960656;0,483459976;0,117006876;0,529372223
-0,995306319;-0,928597241;0,21938746;-0,082120123;-0,676558231;-0,310651933;-0,130748197
-1,079253586;-0,982870086;0,252229299;-0,091710499;-0,574847677;-0,27146578;-0,406380969
-1,393211391;-1,187741567;0,481080101;-0,043273009;0,638681382;0,176640717;0,073664262
-1,370573269;-1,203134731;0,47703789;-0,046221957;0,680284206;0,217703772;-0,031257158
-1,088569385;-1,001344178;0,373138126;-0,012105285;0,318608053;0,054927633;0,957205618
-1,077995031;-1,015532834;0,396860444;-0,017425049;0,397894245;0,086184016;0,771313176
-1,008954238;-0,9416112;0,187992541;-0,079306564;-0,736458388;-0,310409054;-0,008887754
-1,024173041;-0,972339034;0,224185562;-0,088313168;-0,614674332;-0,262348136;-0,305521138
-1,150104442;-1,026912663;0,270527022;-0,098040801;-0,519477869;-0,249895082;-0,567716755
-1,120436027;-1,034526362;0,263373177;-0,100332302;-0,484046312;-0,210840061;-0,654042723
-1,171915897;-1,040327946;0,274149249;-0,099572397;-0,508519157;-0,245565726;-0,603036718
-0,891303089;-0,871411432;0,180818601;-0,072051705;-0,78572381;-0,351052554;0,168943463
-0,876225076;-0,87808158;0,201457068;-0,077281528;-0,704824731;-0,317839954;-0,016964086
-1,536332285;-1,310457872;0,681269524;0,015874202;1,763177337;0,590508737;0,830916538
-1,505765424;-1,309293589;0,697040419;0,012534694;1,823251878;0,614978409;0,699967836
-1,48118555;-1,319431569;0,692644241;0,009623419;1,865677763;0,656556379;0,595011237
-1,285202514;-1,170367445;0,477676852;-0,045218611;0,69305082;0,22431512;-0,028617813
-1,023699462;-0,992329655;0,394679201;-0,014127024;0,365679992;0,070824382;0,866210214
-1,117059793;-1,05121855;0,42053219;-0,024476986;0,473613523;0,116152911;0,573627868
-1,328391894;-1,164476813;0,445564375;-0,032641289;0,486144326;0,11500659;0,424590123
-1,339746131;-1,181227208;0,479145915;-0,039950928;0,585916204;0,152842849;0,183146205
-1,267829603;-1,107037075;0,266692043;-0,102312444;-0,539947072;-0,238100069;-0,615028196
-0,97501157;-0,935212424;0,177355161;-0,074022099;-0,823263154;-0,348342934;0,174420534
-1,049949929;-0,954837818;0,197269695;-0,07580915;-0,82056899;-0,372782816;0,151594068
-1,160330212;-1,014659817;0,215340451;-0,082570991;-0,77083817;-0,354224029;-0,011541386
-1,397106903;-1,202424578;0,465675711;-0,039416026;0,551011295;0,140647506;0,243452459
-1,367902006;-1,21044935;0,458008931;-0,041710793;0,586260416;0,179840596;0,157245951
-1,342869712;-1,21063776;0,484308458;-0,045661307;0,653286074;0,20368661;0,006679252
-1,142732226;-1,057772153;0,365323714;-0,012364268;0,259377476;0,048806716;1,022743187
-1,251261365;-1,099712846;0,403737609;-0,019629694;0,326686984;0,050164368;0,8339188
-1,162836571;-1,077810911;0,424886515;-0,023110711;0,412868624;0,085704199;0,664027993
-1,377041877;-1,193068761;0,431722895;-0,033818703;0,466414605;0,129138724;0,437371874
-1,384345102;-1,220197777;0,457904286;-0,042196891;0,581719228;0,177896003;0,160411422
-1,348956594;-1,202008226;0,494704147;-0,045940562;0,659591956;0,184821655;0,003661767
-1,423500155;-1,233007164;0,500052959;-0,047187989;0,645683711;0,175832023;0,005564552
-1,187507508;-1,081636961;0,404165216;-0,01820218;0,32837514;0,050901403;0,852636298
-0,96803209;-0,93526555;0,209835267;-0,077578409;-0,769785606;-0,351449274;0,061157366
-1,090259238;-1,000272804;0,230789341;-0,085059146;-0,714282717;-0,331163975;-0,120330517
-1,140712757;-1,033192942;0,251703445;-0,091402892;-0,645336653;-0,303933916;-0,30410309
-1,209550227;-1,077742307;0,270397206;-0,099125961;-0,564466551;-0,269787233;-0,523192712
-1,243452416;-1,09770536;0,27884616;-0,102472484;-0,531743704;-0,256208065;-0,614158228
-1,444137786;-1,250080449;0,502111154;-0,047747024;0,639419422;0,172145844;0,009140916
-1,186771733;-1,075369313;0,39293549;-0,015679928;0,287788767;0,034856344;0,948679954
-1,231256944;-1,106509345;0,412424152;-0,021378876;0,349755607;0,059057815;0,783281905
-1,234641681;-1,1219347;0,439501361;-0,028551157;0,450838968;0,100034025;0,542527981
-1,370426612;-1,203166216;0,466198117;-0,037385162;0,518446079;0,124463172;0,324473894
-1,262857549;-1,102176314;0,248946681;-0,098165551;-0,608968433;-0,28250605;-0,445580571
-1,322565499;-1,149053585;0,286718961;-0,103292709;-0,572773776;-0,278172879;-0,582011827
-1,472391433;-1,284783053;0,487889804;-0,047785075;0,600347645;0,177895499;0,046761048
-1,031683449;-0,951680009;0,178170467;-0,071135655;-0,904551055;-0,406470924;0,340834581
-1,104299995;-1,01168266;0,186751001;-0,079526284;-0,824361003;-0,350503307;0,108354067
-1,091610559;-1,011057305;0,237103521;-0,087018091;-0,701809997;-0,326061704;-0,161445724
-1,367200849;-1,224205097;0,461060194;-0,041275371;0,55709136;0,16526544;0,212110181
-1,674687418;-1,440887952;0,696473738;0,006725646;1,769594922;0,611331591;0,674807094
-1,397982238;-1,25455477;0,502333238;-0,046750948;0,619934549;0,164164968;0,041014959
-1,186753006;-1,100433928;0,376306508;-0,016458808;0,272763263;0,05328306;0,955042524
-1,016451615;-0,973246535;0,198105733;-0,078516428;-0,797373066;-0,358699549;0,092762043
-1,107231291;-1,022491213;0,238071172;-0,087672622;-0,701091658;-0,326227202;-0,164256682
-1,051035821;-1,01963813;0,272655685;-0,095569702;-0,564069109;-0,269991449;-0,465041384
-1,296528144;-1,141348367;0,294376658;-0,103335791;-0,569549728;-0,279286465;-0,579580264
-1,241480013;-1,12294395;0,286530264;-0,102398404;-0,563279181;-0,272712016;-0,576476105
-0,908613547;-0,9072508;0,16552694;-0,067481163;-0,913742657;-0,406192892;0,413653336
-1,229211315;-1,118820089;0,411060868;-0,021397074;0,332303665;0,051759999;0,815917588
-1,387621155;-1,255049646;0,635231949;0,031262638;1,550727703;0,503880423;1,346533392
-1,250728361;-1,151492774;0,455754387;-0,033482817;0,49830384;0,118711641;0,420872042
-1,105710591;-1,0323549;0,257657131;-0,093522335;-0,621153896;-0,292985506;-0,349375684
-1,151168889;-1,078185637;0,257445564;-0,098725872;-0,575477574;-0,251317518;-0,490027022
-1,178832625;-1,090595376;0,28145206;-0,102422633;-0,529025116;-0,254628933;-0,602623766
-1,164323311;-1,081647455;0,377063396;-0,014196097;0,253026832;0,02447014;1,035575492
-0,912877228;-0,94037563;0,174259365;-0,072845982;-0,855185411;-0,361045164;0,256289341
-1,119920337;-1,031099126;0,191951345;-0,082373681;-0,805232678;-0,342073266;0,058515785
-1,094964521;-1,027250961;0,244145323;-0,089789105;-0,676131164;-0,315444806;-0,216906352
-1,106133499;-1,062425095;0,250863494;-0,096531691;-0,595721019;-0,258489673;-0,429510818
-1,430928937;-1,290220883;0,489850665;-0,048003822;0,597076131;0,176802188;0,060549238
-1,430135373;-1,286923736;0,482127367;-0,048068972;0,598182102;0,180371272;0,061312584
-0,923490502;-0,93520146;0,154251205;-0,070511738;-0,898025111;-0,374738653;0,354681043
-1,164388726;-1,104791235;0,419911673;-0,023041563;0,370244655;0,068278943;0,747804955
-1,035702911;-1,010222621;0,209722629;-0,085085725;-0,736479426;-0,313864893;-0,07195454
-1,062150592;-1,019882876;0,248686891;-0,090501695;-0,659197386;-0,308204018;-0,248530488
-1,219302083;-1,123616062;0,266375811;-0,102579662;-0,561311837;-0,24667845;-0,555202246
-1,511753194;-1,316984848;0,507357621;-0,049634714;0,588860725;0,148071639;0,059880515
-1,124229419;-1,08099126;0,388965185;-0,015507015;0,273782815;0,031329418;0,99144976
-0,990663298;-0,977639346;0,200650378;-0,078492992;-0,808856512;-0,365280461;0,128263376
-1,023663384;-0,998027448;0,227057553;-0,084129934;-0,738454398;-0,340119733;-0,045204377
-1,090997115;-1,040485769;0,247334629;-0,090706843;-0,675137255;-0,315289838;-0,225498109
-1,334864307;-1,227729995;0,456788055;-0,040574683;0,5345989;0,156475551;0,277800183
-1,22610812;-1,115407175;0,281006997;-0,101851916;-0,571476838;-0,275515926;-0,521371973
-1,393446731;-1,275037184;0,511069082;-0,047915459;0,607924564;0,1563853;0,059327871
-1,48074986;-1,316550718;0,482113667;-0,049476003;0,584368752;0,174150533;0,070531284
-0,979174035;-0,962317575;0,18243834;-0,074137826;-0,872430388;-0,390243464;0,281790926
-1,040908971;-1,005462885;0,21865069;-0,082905252;-0,772131441;-0,353237988;0,020595716
-1,267391942;-1,168411129;0,446285801;-0,031985781;0,444749361;0,096622291;0,531619637
-1,351004852;-1,225967266;0,47726956;-0,041629002;0,546947212;0,136910146;0,255139189
-1,489630722;-1,320796362;0,491318123;-0,049807957;0,584009075;0,170203612;0,069202408
-1,501706238;-1,330255115;0,488749748;-0,04999232;0,578040488;0,168725086;0,073464317
-0,945573609;-0,947959619;0,18259324;-0,073151926;-0,877676398;-0,392673832;0,304462018
-0,99041099;-0,982301085;0,197984586;-0,078420454;-0,821050359;-0,369701961;0,154104934
-1,024484117;-1,005307876;0,229541662;-0,0851896;-0,734083582;-0,338189619;-0,057746509
-1,028466478;-1,020463522;0,254638841;-0,091820565;-0,640625976;-0,300381991;-0,280490635
-1,154964449;-1,08717908;0,277698569;-0,099926539;-0,578486962;-0,277414079;-0,479564463
-1,27159101;-1,154279756;0,268535516;-0,105243899;-0,561949833;-0,246671407;-0,579106417
-1,664630995;-1,454402764;0,698532288;0,004319837;1,78247574;0,617588943;0,669172473
-1,135218334;-1,089209821;0,38851258;-0,017167105;0,281002917;0,035725919;0,975869719
-1,193169174;-1,134150396;0,415846567;-0,024709432;0,363392176;0,067263562;0,755115837
-1,271071919;-1,176621472;0,447529784;-0,033127743;0,451120353;0,099851484;0,516109397
-1,146619772;-1,073780679;0,263270018;-0,096774191;-0,62507286;-0,295148616;-0,365261414
-1,137750477;-1,089177143;0,290190004;-0,103204605;-0,530041486;-0,257149045;-0,588368118
-1,104603843;-1,050306877;0,243407826;-0,090702929;-0,696568809;-0,323826649;-0,180314332
-1,00563992;-0,99158215;0,174737667;-0,076569438;-0,86733686;-0,366056636;0,251533952
-1,206206057;-1,145383314;0,439656072;-0,029995428;0,430052997;0,092172729;0,590996235
-1,243239149;-1,174310408;0,45664919;-0,035043997;0,485891619;0,114219157;0,443388931
-1,390600176;-1,262233815;0,485900719;-0,046228984;0,583143977;0,152710448;0,152039388
-1,423075003;-1,278442641;0,503515515;-0,05006894;0,624234386;0,166864817;0,04158208
-1,110094531;-1,093305212;0,272068913;-0,103029747;-0,535726411;-0,234405187;-0,578851249
-1,218831359;-1,153951627;0,385277125;-0,019266643;0,242676432;0,038145638;0,982827937
-1,287446854;-1,19872081;0,412794729;-0,027520081;0,331490062;0,072847807;0,744159818
-1,335647597;-1,223009534;0,453980998;-0,033781446;0,409102222;0,078231267;0,553070726
-1,311332765;-1,18601282;0,261772186;-0,101871279;-0,655877037;-0,289353202;-0,410594438
-1,278662067;-1,184833545;0,269287232;-0,105221697;-0,595716106;-0,261525224;-0,539936925
-1,228434485;-1,140940804;0,290344902;-0,104834743;-0,562127751;-0,272012272;-0,566541574
-0,953786491;-0,956652458;0,179396398;-0,071463946;-0,924220393;-0,414156974;0,407299992
-1,039957595;-1,01172445;0,211043074;-0,081127682;-0,823069381;-0,374640826;0,132168227
-1,322971643;-1,228767813;0,437675305;-0,036004155;0,441778929;0,118637104;0,488031299
-1,400733279;-1,281348011;0,468105582;-0,044958891;0,536507001;0,155304035;0,230850144
-1,626530138;-1,439631279;0,71333776;0,006063758;1,759031919;0,583154114;0,737590762
-1,256123045;-1,164855815;0,286696017;-0,105562052;-0,567830329;-0,273341294;-0,564254055
-0,95315103;-0,976076808;0,165014561;-0,072789297;-0,919224145;-0,387407454;0,380217567
-1,009981032;-1,006399357;0,21165823;-0,080242984;-0,827448426;-0,377026116;0,15184214
-1,289399547;-1,21251753;0,458950236;-0,03560472;0,454465669;0,098725683;0,482005811
-1,3097367;-1,238793907;0,495112925;-0,045241785;0,583865062;0,150645958;0,167392073
-1,353745867;-1,284279435;0,489751622;-0,049326852;0,612965534;0,186089807;0,064895339
-1,038561781;-1,077076614;0,412195974;-0,018990794;0,320161786;0,048003052;0,902207939
-1,191124462;-1,154504441;0,383670184;-0,021620535;0,282767655;0,058818515;0,916463573
-0,95647471;-0,988848496;0,213826966;-0,080153187;-0,811628011;-0,369504943;0,134607721
-1,016969704;-1,031061437;0,237173465;-0,08717541;-0,737153764;-0,340521567;-0,067388262
-1,08462651;-1,072925593;0,264043055;-0,095432586;-0,647857789;-0,305236954;-0,306064693
-1,419080744;-1,29965194;0,507896431;-0,050586298;0,608253116;0,158683153;0,062900423
-1,086788367;-1,092108671;0,396449862;-0,016199543;0,254582587;0,021093239;1,03706723
-1,163663453;-1,156464597;0,404554688;-0,024648821;0,332724248;0,076339542;0,80591553
-1,23909476;-1,200328043;0,443948924;-0,032831045;0,421187908;0,088701318;0,569262215
-1,137850481;-1,09738227;0,257338758;-0,094896096;-0,683179592;-0,320289148;-0,245537456
-1,439754742;-1,320799729;0,488442639;-0,051206592;0,594161523;0,177753134;0,073909599
-1,441007172;-1,32027913;0,48764616;-0,051263272;0,593763091;0,177873844;0,0746461
-1,100196872;-1,102482322;0,398076255;-0,01726034;0,257809955;0,022559318;1,022693113
-1,027529564;-1,027480308;0,209300973;-0,080682402;-0,844501824;-0,383860929;0,180304498
-1,02566761;-1,043627879;0,238006576;-0,087773218;-0,742812193;-0,343194193;-0,060763129
-1,253037218;-1,236207958;0,458095513;-0,041763203;0,532498076;0,157949029;0,294250001
-1,386911508;-1,295868618;0,509929695;-0,050408836;0,606519604;0,157786075;0,072216168
-1,386150389;-1,303302751;0,511230769;-0,050424758;0,605572668;0,156881551;0,072500291
-1,148968333;-1,144606867;0,386155697;-0,019826162;0,257719573;0,046014264;0,983111525
-1,194246637;-1,163838137;0,428080593;-0,02659568;0,34418908;0,055599286;0,773667261
-1,080908886;-1,07363343;0,246873097;-0,091005869;-0,726989418;-0,337879113;-0,125873553
-1,12541558;-1,114888933;0,237421701;-0,096202566;-0,681622404;-0,292571804;-0,264183313
-1,093534632;-1,101282707;0,274999797;-0,100055132;-0,604798016;-0,286342235;-0,420658354
-1,525563867;-1,431814092;0,726277183;0,005063155;1,786542533;0,593563054;0,698087511
-1,265972555;-1,252913986;0,511998698;-0,048745301;0,62586927;0,167016811;0,072541212
-1,170530255;-1,149225362;0,378286086;-0,018844944;0,228520794;0,034564198;1,043653446
-0,940051366;-0,986063758;0,202496503;-0,079278748;-0,827496626;-0,373500021;0,198661413
-0,942494842;-1,002135991;0,229785808;-0,086451671;-0,726321437;-0,332473638;-0,042198174
-1,011130454;-1,048750452;0,257840658;-0,094716415;-0,637551019;-0,297961765;-0,281115177
-1,054334828;-1,081114656;0,265362061;-0,099338839;-0,591466442;-0,27707497;-0,408126729
-1,170416478;-1,152830583;0,298376636;-0,105428993;-0,566764313;-0,275651463;-0,545906034
-0,994180122;-1,071922949;0,373608392;-0,015554849;0,260096437;0,051240979;1,059080447
-1,125752638;-1,142216337;0,428202155;-0,026474996;0,369924025;0,067865824;0,758031668
-1,204631363;-1,185778065;0,445683188;-0,033811729;0,439760216;0,097224832;0,558995134
-1,181530374;-1,188422622;0,469296098;-0,038995353;0,524281889;0,130965206;0,370358664
-1,245590483;-1,24576902;0,473213285;-0,046123434;0,589330575;0,181068353;0,175277248
-1,458133376;-1,336028653;0,502515997;-0,052397114;0,587991373;0,152317699;0,085430627
-1,094622307;-1,111266161;0,395907525;-0,018975043;0,269217001;0,029727815;1,005370116
-0,943596047;-0,994735477;0,203917532;-0,08003318;-0,832507696;-0,37542119;0,196159927
-0,919375082;-0,99910708;0,22155117;-0,084019017;-0,766547042;-0,348589374;0,047529038
-0,937575084;-1,013207533;0,2395418;-0,088293287;-0,710097524;-0,327292365;-0,087222162
-1,276352801;-1,232513118;0,476146633;-0,042976506;0,53648594;0,134965668;0,302622515
-1,59623296;-1,461277487;0,724008816;0,003221743;1,769033081;0,586450558;0,709959859
-1,541219447;-1,456541505;0,699786103;0,003997192;1,770094185;0,614754415;0,716236127
-1,245726184;-1,244417872;0,618754471;0,034590895;1,474513524;0,47555128;1,572894302
-0,953119772;-1,021510669;0,188941288;-0,084108671;-0,791029383;-0,329402234;0,084891892
-0,931753019;-1,020550191;0,208048162;-0,088706982;-0,715631111;-0,298562748;-0,083645174
-1,06448073;-1,074596035;0,253497996;-0,095771151;-0,66107131;-0,307220339;-0,249903613
-1,044973211;-1,082313827;0,275638843;-0,100979309;-0,579124201;-0,274027481;-0,436835554
-1,150689223;-1,153986832;0,296904893;-0,105808853;-0,569457739;-0,27562817;-0,535742077
-1,222125924;-1,194217197;0,272350541;-0,107146612;-0,589432505;-0,257842306;-0,526908375
-1,036521859;-1,111750395;0,38170943;-0,018763499;0,272115439;0,054952775;1,011245375
-1,191749407;-1,192122418;0,384703016;-0,027976259;0,330934123;0,102276218;0,800057864
-0,93944311;-1,018014059;0,227815983;-0,086233922;-0,751554018;-0,343329958;0,010090486
-1,066000724;-1,080396013;0,240997618;-0,092686113;-0,714786428;-0,329066277;-0,131167787
-1,100666461;-1,103076105;0,260460843;-0,09829249;-0,64695631;-0,302348887;-0,300873356
-1,110716874;-1,144005144;0,299870904;-0,105392215;-0,564349839;-0,27392051;-0,534224445
-1,110493216;-1,141927727;0,293200762;-0,105484166;-0,562163732;-0,270366966;-0,534944866
-0,996295055;-1,090040543;0,372870108;-0,016095231;0,246533248;0,04545188;1,087436161
-0,837657175;-0,961948434;0,199651019;-0,077024672;-0,845124204;-0,380048238;0,270443925
-1,098841373;-1,150402887;0,441157582;-0,030460256;0,418921834;0,088645825;0,653544967
-1,145326162;-1,177230392;0,458588979;-0,036197062;0,482179557;0,114104068;0,48710029
-1,197667959;-1,214143078;0,477471696;-0,041993314;0,542253367;0,137584991;0,321887494
-1,359627919;-1,323597717;0,485609602;-0,051691289;0,588979357;0,178695116;0,102254603
-1,359166764;-1,314320495;0,507090835;-0,051736304;0,599810974;0,157276693;0,092656483
-1,072569434;-1,118846551;0,398850237;-0,02021205;0,276659988;0,033270425;0,994812861
-1,02808276;-1,110414208;0,41864375;-0,023394931;0,343968825;0,059205489;0,858067219
