Principale1;Principale2;Principale3;Principale4;Principale5;Principale6;Principale7
-2,351118019;-0,151869223;-0,0232055;0,042238731;0,72870738;0,321177789;-0,065302336
-2,430019227;-0,208282017;-0,017235197;0,03423632;0,799280762;0,3735383;-0,277437194
-2,440131752;-0,233784988;0,015168698;0,025843976;0,914088159;0,419443332;-0,554857969
-2,502772129;-0,269939718;0,073747839;0,016595178;1,027995297;0,436583828;-0,83893115
-2,352362492;-0,150643843;-0,124615858;-0,043395801;-0,090818112;0,025391751;-1,6089685
-2,157981645;-0,009629285;-0,342289576;-0,098880582;-1,256848962;-0,402325891;-2,249629711
-1,891017034;0,173116048;-0,455603128;-0,065602509;-1,622487452;-0,545167831;-1,272644526
-1,966750876;0,108226159;-0,447732386;-0,073471673;-1,552298115;-0,494024417;-1,485295267
-2,154334262;-0,05012449;-0,18272568;-0,026239425;-0,261044367;-0,038783656;-1,128149493
-2,275688552;-0,108400205;-0,16629998;-0,033205903;-0,213468905;-0,020695316;-1,289781742
-2,361892843;-0,173754693;-0,147883025;-0,042942496;-0,12104116;0,037912669;-1,55828307
-2,508214293;-0,308945538;0,074689795;0,010969766;1,083506333;0,483558035;-0,991166711
-2,386178723;-0,223201693;0,043165908;0,024424811;0,949667755;0,409054588;-0,610478769
-2,27310383;-0,144586755;-0,007881317;0,039303566;0,782354105;0,343494931;-0,167304028
-2,348666932;-0,197699324;0,022591582;0,030342948;0,877225503;0,380275268;-0,42420866
-2,347485517;-0,217083667;0,023120439;0,024806791;0,947059725;0,434025325;-0,601737901
-2,345085298;-0,153500682;-0,148135096;-0,039761573;-0,158847002;0,000860244;-1,448826327
-2,323959925;-0,156651508;-0,120967136;-0,044342476;-0,084966668;0,027913124;-1,617258219
-2,396234621;-0,189229077;-0,121891731;-0,0455842;-0,098717132;0,021498137;-1,614343985
-2,139197094;-0,015599351;-0,236819651;-0,013552211;-0,450623917;-0,113620102;-0,673678667
-2,209584526;-0,063604812;-0,207711311;-0,022379409;-0,354397538;-0,075783449;-0,930772069
-2,491379793;-0,268749497;0,041262334;0,022191841;0,927065954;0,399136759;-0,600396536
-2,468387362;-0,268315828;0,058384308;0,018174359;0,993788634;0,426465994;-0,749299963
-2,535208141;-0,313024753;0,083378728;0,01048518;1,074948874;0,458276089;-0,969404533
-2,341462884;-0,166239287;-0,1220549;-0,044933506;-0,09051719;0,025900049;-1,612248152
-2,094386885;0,009458685;-0,20488126;-0,014678041;-0,412193136;-0,124556224;-0,735192036
-2,14964305;-0,040106894;-0,210515352;-0,020580135;-0,36127075;-0,077927563;-0,891983817
-2,155473308;-0,062054507;-0,182991007;-0,027259346;-0,269210723;-0,041629214;-1,114402204
-2,455929482;-0,263341562;0,046581276;0,021396629;0,946593564;0,407312225;-0,634827741
-2,379876904;-0,198633783;-0,147212804;-0,045845793;-0,108213701;0,04542525;-1,59992999
-2,377315684;-0,198586007;-0,148000095;-0,045871323;-0,107569476;0,04611053;-1,599979235
-2,205170883;-0,062358764;-0,246062636;-0,016268228;-0,459584181;-0,095692383;-0,695484366
-2,295070476;-0,171799112;-0,020283098;0,037485219;0,771444376;0,362122636;-0,167166916
-2,351709273;-0,210308157;0,022736765;0,029400673;0,87016013;0,377669316;-0,412668983
-2,46199527;-0,258901026;0,034129206;0,023706406;0,904219933;0,390880839;-0,53692853
-2,525173669;-0,306367974;0,062536852;0,015476876;0,993492626;0,425625477;-0,775622485
-2,580229604;-0,350124463;0,06039547;0,010114356;1,036845619;0,467005998;-0,914294428
-2,516890866;-0,321397379;0,087303734;0,009469297;1,079798568;0,46013772;-0,978588492
-2,238026111;-0,13253745;-0,023260753;0,044075629;0,700691218;0,309222961;0,033820846
-2,281535471;-0,166090047;-0,003304743;0,038360323;0,762257682;0,333073882;-0,131111174
-2,330765216;-0,20566428;0,009937917;0,032578521;0,822389898;0,358716438;-0,294863499
-2,332427473;-0,220429227;0,038647595;0,025386996;0,923803344;0,399378874;-0,535846017
-2,528991572;-0,324001617;0,064930372;0,014970218;0,988398856;0,422554518;-0,769841579
-2,061862304;-0,009876668;-0,338232797;-0,099464667;-1,257213515;-0,401823143;-2,224048296
-2,262375508;-0,157553992;-0,126331121;-0,044837278;-0,085544073;0,031428838;-1,598724937
-1,999531946;0,014366293;-0,228610765;-0,012124399;-0,445062006;-0,112671682;-0,641465305
-2,1464334;-0,073965331;-0,219633777;-0,022307732;-0,371403461;-0,059914011;-0,888479137
-2,176028432;-0,085927093;-0,189261855;-0,027193312;-0,305938956;-0,05655392;-1,041718248
-2,141858619;-0,081514525;-0,174075758;-0,030511311;-0,245317655;-0,031552427;-1,172110026
-2,412709698;-0,284512203;0,06913462;0,015891935;1,014010659;0,434262716;-0,786395996
-2,532014213;-0,345256844;0,087928596;0,008402312;1,069909139;0,455676135;-0,966775916
-2,315081223;-0,184956087;-0,031087739;0,042456736;0,670994022;0,298348624;0,067524662
-2,326691616;-0,216963889;-0,015941459;0,035091106;0,76153384;0,356970212;-0,166547152
-2,385021708;-0,261841502;0,011050121;0,027544593;0,843640191;0,388412536;-0,386820496
-2,458462673;-0,308960105;0,033139848;0,018582077;0,939533773;0,429023527;-0,64254318
-2,438180542;-0,314862344;0,053637216;0,013929687;1,013058431;0,458591819;-0,809751303
-2,46962244;-0,345756195;0,072293096;0,008994778;1,068586008;0,47974835;-0,956608749
-2,180563066;-0,141996955;-0,025285946;0,043756594;0,699928383;0,310964079;0,049332611
-2,36719748;-0,238329356;-0,00537163;0,035133603;0,742708844;0,325508089;-0,129122431
-2,361817198;-0,257927306;0,003688958;0,029676175;0,813081457;0,376228091;-0,308100847
-2,228414111;-0,14979006;-0,186482058;-0,032768395;-0,277402291;-0,023736612;-1,151909939
-2,205100487;-0,159455493;-0,170259761;-0,037385183;-0,20384699;0,007588984;-1,318549416
-2,629432705;-0,413634227;0,069084618;0,00594033;1,036697662;0,465600261;-0,945926092
-2,496847623;-0,360481882;0,071789449;0,008078905;1,060541044;0,476442255;-0,94977105
-2,095045784;-0,049448933;-0,235227616;-0,014983514;-0,472941145;-0,122668264;-0,620437674
-2,140731018;-0,079212173;-0,217008198;-0,02071702;-0,411235579;-0,09814838;-0,785149768
-2,135487143;-0,093400725;-0,182990575;-0,027225392;-0,316959894;-0,063323567;-1,008563849
-2,212164939;-0,141813235;-0,158516017;-0,034996077;-0,241431843;-0,033834126;-1,223765413
-2,264850596;-0,192893521;-0,159634601;-0,042082943;-0,170645824;0,020911786;-1,421941453
-2,377008753;-0,252215336;-0,143361747;-0,048405095;-0,129469909;0,036003395;-1,565726846
-2,310495417;-0,226341778;-0,040001532;0,039094526;0,683909525;0,328029119;0,016695483
-2,306954402;-0,233073084;0,010651484;0,031461317;0,802462893;0,350548723;-0,250316228
-2,569422756;-0,426095409;0,250508736;0,078570945;2,056210757;0,814730056;0,153592649
-2,636210576;-0,467122595;0,280112199;0,071410553;2,129555424;0,840786768;-0,048558436
-2,502201313;-0,361484772;0,090765921;0,008944848;1,03898091;0,440587577;-0,89258004
-2,452799888;-0,358435642;0,073017078;0,008060357;1,062348141;0,477541799;-0,941273598
-2,224834179;-0,183734069;-0,027027923;0,042359487;0,673925937;0,299789342;0,085498927
-2,18503284;-0,117473018;-0,20912117;-0,023858975;-0,402252582;-0,095718704;-0,8294438
-2,209651518;-0,135630308;-0,200752607;-0,02650767;-0,376242135;-0,085603889;-0,901991159
-2,2220617;-0,164440353;-0,165490091;-0,035517994;-0,253970051;-0,036860496;-1,198216319
-2,397274803;-0,30670372;0,063774437;0,0139317;1,0133128;0,437023851;-0,76746385
-2,444748816;-0,349757021;0,092330412;0,007681816;1,069764908;0,456320271;-0,947517757
-2,432960859;-0,349940093;0,087290773;0,00772961;1,073656127;0,460069544;-0,949398578
-1,923096702;0,004753899;-0,242349051;-0,014138469;-0,430226779;-0,098201941;-0,636865494
-1,970545632;-0,021908697;-0,220010878;-0,021069546;-0,349111356;-0,065775526;-0,842412422
-2,116917485;-0,103780626;-0,193267709;-0,031203191;-0,267977274;-0,034242748;-1,095946147
-2,33174659;-0,295612861;0,0355996;0,014958535;1,010700493;0,465029838;-0,744354379
-2,363408517;-0,302817552;0,075681889;0,010578467;1,0693234;0,460985512;-0,881887604
-2,406973557;-0,334793427;0,091791016;0,007789293;1,076554509;0,460119775;-0,945983637
-2,146037021;-0,156952046;-0,030932327;0,040403968;0,727312862;0,328159713;0,011226957
-2,200351961;-0,196784799;-0,007085855;0,033342158;0,805600588;0,358755605;-0,193997815
-2,254929191;-0,23079896;0,012566309;0,026943375;0,872495089;0,38558022;-0,376150068
-2,265230286;-0,25215955;0,041623935;0,019019159;0,981281991;0,429737878;-0,636723844
-2,317272771;-0,294717208;0,067934805;0,011507359;1,066447043;0,462963792;-0,859455965
-2,600907979;-0,498113556;0,310702006;0,062763609;2,230717065;0,882885637;-0,300385502
-2,151517726;-0,178628065;-0,019750334;0,039951057;0,712953295;0,318135683;0,015869977
-2,045353882;-0,074930194;-0,215220878;-0,024006454;-0,358165549;-0,07087145;-0,862726031
-2,105860647;-0,120607618;-0,186849211;-0,032193642;-0,268420336;-0,035820716;-1,10145696
-2,109694711;-0,146967611;-0,18258844;-0,038349188;-0,192025576;0,019796047;-1,297665372
-2,118045515;-0,176622962;-0,14791952;-0,046730404;-0,077269285;0,064918557;-1,575677178
-2,245175175;-0,213519397;-0,133167522;-0,04887332;-0,091967842;0,033698587;-1,577140303
-2,109280816;-0,14600528;-0,150814693;-0,03956927;-0,169584003;0,000728598;-1,340815254
-2,217330595;-0,223113246;-0,030289873;0,035144562;0,744188487;0,356050842;-0,079521336
-2,11884636;-0,18034861;0,000541155;0,032919466;0,82539527;0,36699358;-0,218636362
-2,183575071;-0,226520647;0,026991206;0,024699422;0,914557147;0,402378778;-0,457107464
-2,313373746;-0,304193686;0,025563063;0,017504561;0,951848115;0,440719003;-0,61167824
-2,296915993;-0,304744146;0,072151563;0,011214304;1,056866995;0,457810039;-0,841970124
-2,382484109;-0,345742647;0,07746684;0,008108084;1,064013269;0,45958593;-0,893901564
-2,396247611;-0,356499496;0,090620106;0,006201584;1,084345012;0,464906337;-0,949336919
-2,083555516;-0,163327895;-0,01232954;0,038055102;0,758243724;0,338158015;-0,048722574
-2,213794468;-0,233855444;0,004733495;0,029289974;0,82764471;0,367202147;-0,265250174
-2,263111607;-0,269229911;0,025356063;0,023468143;0,88843741;0,390433552;-0,430394349
-2,161413361;-0,195912111;-0,175794085;-0,041160276;-0,193775978;0,017340991;-1,322003103
-2,116565925;-0,172328843;-0,142905832;-0,043723778;-0,130019474;0,018702291;-1,441556289
-2,362765568;-0,34957616;0,084535811;0,006366686;1,087737703;0,469403164;-0,944859589
-2,109276278;-0,174516375;-0,018107727;0,038345515;0,735344566;0,329148557;-0,00563318
-1,96167114;-0,069331649;-0,238080296;-0,020635035;-0,408787396;-0,068229424;-0,7314136
-2,004540632;-0,094905305;-0,200578593;-0,027389638;-0,322738286;-0,057057271;-0,940033186
-2,08601761;-0,158994477;-0,167403154;-0,035076369;-0,263220904;-0,03760957;-1,14872247
-2,245810533;-0,256956539;-0,153862653;-0,046548957;-0,176573011;0,020021745;-1,432465473
-2,466328073;-0,407897084;0,088463534;0,005094711;1,039307954;0,445518905;-0,906777508
-2,187375172;-0,226801172;-0,027203483;0,039682662;0,659332803;0,296277164;0,10652633
-2,222232055;-0,248894484;-0,004989463;0,03525836;0,707430154;0,312203773;-0,022747594
-2,206142923;-0,259262016;0,017778416;0,030007586;0,787855076;0,344406911;-0,20850232
-2,360041905;-0,343186972;0,043166792;0,018627625;0,884343112;0,384204542;-0,498454649
-2,292204183;-0,281009245;-0,166184546;-0,044368788;-0,23556067;-0,004863078;-1,314816105
-2,244862187;-0,254087787;-0,135421545;-0,046352831;-0,179139029;-0,006335251;-1,415853154
-2,356970791;-0,301598114;-0,126367442;-0,051548989;-0,152458914;0,004039713;-1,522401526
-2,207117398;-0,235727721;-0,029898661;0,039491049;0,645230659;0,290702059;0,13103224
-2,270553767;-0,282062792;0,005241121;0,031317014;0,734477368;0,322687168;-0,108747742
-2,118110749;-0,172613177;-0,214317217;-0,028131328;-0,399836838;-0,069929103;-0,853984266
-2,181927851;-0,210324874;-0,168061761;-0,037407115;-0,286136718;-0,048043397;-1,136353322
-2,444233241;-0,403331183;0,073167907;0,0091479;0,975521528;0,419684273;-0,750820085
-2,48314818;-0,432646227;0,091157848;0,004102436;1,030288291;0,440672667;-0,897555432
-2,299561704;-0,299667091;-0,143498741;-0,051018554;-0,153456631;0,028789049;-1,513033984
-2,035728556;-0,110468514;-0,233906555;-0,01883932;-0,495306131;-0,129120951;-0,580491719
-2,068727411;-0,147178893;-0,219176497;-0,027627445;-0,383652788;-0,060698919;-0,851897354
-2,132687984;-0,193195307;-0,190564266;-0,035826638;-0,294269056;-0,02609811;-1,090820611
-2,205318148;-0,248259074;-0,164530758;-0,045275585;-0,191182185;0,016587097;-1,36551315
-2,235886848;-0,256774739;-0,129022306;-0,050172242;-0,125449593;0,018121432;-1,51966708
-2,171126487;-0,232542602;-0,126499651;-0,049682063;-0,106145187;0,02686206;-1,539776769
-1,960270983;-0,075900389;-0,242841978;-0,016239731;-0,498232982;-0,128073102;-0,524222756
-2,23957;-0,285977398;-0,024056208;0,030541912;0,74375779;0,35671503;-0,112137259
-2,361105004;-0,41023373;0,247016899;0,079504735;2,039921794;0,811661329;0,259969149
-2,507107764;-0,488628399;0,276612938;0,068833111;2,130277046;0,846581656;-0,012874356
-2,313912299;-0,377890903;0,065029567;0,007316078;1,040957123;0,473910823;-0,851031153
-2,309495518;-0,350931982;0,108294781;0,005766695;1,083100039;0,441947274;-0,920580066
-2,031343225;-0,142667355;-0,191031381;-0,030859494;-0,32628341;-0,059992679;-0,963379884
-1,901492602;-0,079782102;-0,241017595;-0,020583623;-0,428686328;-0,074743513;-0,681217621
-1,958329083;-0,113186928;-0,196349975;-0,028106782;-0,337464045;-0,063677917;-0,908783249
-2,105364499;-0,188053732;-0,16069613;-0,038750524;-0,246990819;-0,03119423;-1,182495579
-2,196468244;-0,2627772;-0,143920136;-0,049075296;-0,148187306;0,031212189;-1,469022894
-2,14214829;-0,240683041;-0,122754379;-0,049868906;-0,107116651;0,025692467;-1,532328289
-2,084609659;-0,221960461;-0,039318156;0,037419455;0,696727181;0,339025952;0,057719233
-2,142717487;-0,264970418;-0,015602806;0,030413793;0,771323791;0,367957957;-0,144117238
-2,239003393;-0,30425115;0,019513877;0,024437127;0,824511138;0,363379737;-0,295984929
-2,255061227;-0,331970181;0,054344175;0,015371225;0,946458267;0,412140399;-0,592192231
-2,313808616;-0,372256767;0,087034634;0,00784035;1,029065097;0,441555517;-0,813510495
-2,344329398;-0,394734046;0,097614499;0,004531727;1,061759368;0,454310827;-0,904466006
-2,15655882;-0,245961983;-0,023952342;0,03761912;0,664685001;0,298765292;0,114941484
-2,163366713;-0,266522984;0,005291896;0,029799508;0,77260756;0,342473397;-0,143943276
-2,206984454;-0,299607941;0,026115485;0,024115121;0,834235995;0,365911478;-0,30910939
-2,494880926;-0,493948091;0,249622776;0,074595593;2,028455585;0,806212857;0,226121383
-2,467041428;-0,502432537;0,271313712;0,070070333;2,102659682;0,835659191;0,05866411
-2,599921219;-0,567933718;0,30252363;0,060711979;2,180086518;0,863325746;-0,178123621
-2,478747074;-0,467509127;0,102540572;0,002399874;1,014741015;0,430262479;-0,872437614
-1,950414545;-0,122331516;-0,253333537;-0,016999688;-0,536221269;-0,12238619;-0,476500388
-2,038999957;-0,160717378;-0,219886947;-0,022923806;-0,480984678;-0,125147918;-0,630292095
-2,104500635;-0,211478825;-0,193385641;-0,030618827;-0,400369389;-0,094170835;-0,850335245
-2,29466736;-0,37521503;0,047736219;0,017660629;0,866429222;0,376080221;-0,4486123
-2,389228856;-0,433685705;0,077356733;0,008612679;0,950576161;0,408254132;-0,695804031
-2,433991224;-0,462374937;0,104429798;0,002921142;1,012478456;0,429324522;-0,861848105
-2,432423684;-0,465220311;0,10386497;0,002871886;1,011862484;0,429318136;-0,860699768
-2,199729391;-0,316970922;-0,027597179;0,033890413;0,654188191;0,31606644;0,069708708
-2,292268643;-0,353583843;0,004761662;0,028494293;0,70025223;0,308928921;-0,063473684
-2,261895141;-0,355378391;0,021571268;0,025099095;0,759566297;0,332661807;-0,193712362
-2,27996605;-0,389661626;0,032186353;0,017034332;0,856938186;0,396665881;-0,445062822
-2,345578685;-0,437430431;0,062109358;0,008247144;0,95366793;0,434488982;-0,702004863
-2,375894793;-0,447969116;0,105186633;0,003351104;1,019049328;0,432880745;-0,85699671
-2,512497232;-0,509456698;0,103605977;0,001032507;0,992886366;0,420489138;-0,851295494
-2,087691035;-0,212611989;-0,241977226;-0,023371707;-0,529931861;-0,121645961;-0,562953013
