'VmPeak';'VmSize';'VmHWM';'VmRSS';'VmPTE';'Threads';'Buffers';'Cached';'Active';'Inactive';'Dirty';'Writeback';'Mapped';'Slab';'PageTables';'Committed_AS';'NumOfAllocFH';'proc-fd';'avgThroughput';'avgElapsed'
185964;180032;41280;37440;232;101;193908;1117976;0;477684;923980;4562572;164;0;89856;23848;113664;7236;328212;1530
185964;177968;41280;35376;224;125;193932;1117980;0;475636;923976;4564996;144;0;87656;23848;113756;7232;324712;2040
185964;177712;41280;35232;224;80;193944;1117984;0;475560;923940;4564864;36;0;87728;23848;113588;7232;325268;1530
185964;178728;41280;35916;228;68;193964;1117984;0;476308;923896;4564464;140;0;88400;23848;113532;7236;327860;1530
185964;180776;41280;37356;232;79;193968;1117984;0;477800;923844;4562288;164;0;89612;23848;113768;7236;328692;1530
185964;178912;41280;36116;228;82;193988;1117980;0;476628;923796;4563744;144;0;88388;23848;113728;7232;324628;1530
185964;180176;41280;36612;232;74;194008;1117980;0;477148;923788;4563284;176;0;88896;23848;113804;7240;327028;1020
185964;179024;41280;36524;228;124;194012;1117980;0;477096;923760;4560908;140;0;88904;23848;116276;7236;324284;1530
185964;178000;41280;35368;228;78;194024;1117980;0;475996;923720;4565012;156;0;87748;23848;113340;7236;324024;1020
185964;179024;41280;35748;228;104;194040;1117976;0;476420;923688;4563056;12;0;88304;23848;114860;7232;324228;1020
185964;183008;41280;39908;236;78;194060;1117988;0;480640;923656;4560280;192;0;92212;23848;113624;7244;325940;1020
185964;180960;41320;39016;232;93;194064;1117988;0;479784;923608;4559180;140;0;91444;23848;115736;7236;328092;1020
185964;179916;41320;36476;232;70;194092;1117984;0;477284;923612;4563340;44;0;88760;23848;113500;7240;327352;1020
185964;178888;41320;36000;232;55;194100;1117988;0;476856;923568;4564196;144;0;88552;23848;113504;7236;327148;1020
185964;179912;41320;36340;232;68;194108;1117988;0;477260;923516;4563368;164;0;88680;23848;113760;7236;327364;1020
185964;179652;41320;36868;228;155;194136;1117988;0;477816;923512;4557572;140;0;88996;23848;119192;7236;324796;1020
185964;178628;41320;36156;228;99;194152;1117988;0;477148;923484;4563848;156;0;88496;23848;113216;7240;328212;1020
185964;177844;41320;34292;228;71;194168;1117988;0;475336;923452;4565568;140;0;86696;23848;113436;7232;325916;1020
185964;179888;41320;36020;232;108;194196;1117984;0;477108;923432;4563776;172;0;88444;23848;113380;7240;325672;1020
185964;179624;41320;36264;228;118;194204;1117988;0;477400;923392;4563184;140;0;88656;23848;113440;7236;325704;1020
186012;180632;41320;37276;232;95;194232;1117992;0;478444;923392;4562756;176;0;89536;23848;113344;7240;326676;1530
186012;179820;41320;35972;228;111;194248;1117992;0;477204;923344;4561264;144;0;88308;23848;116456;7236;324188;1020
186012;179556;41320;36160;228;81;194268;1117992;0;477416;923340;4564108;168;0;88500;23848;113100;7232;326072;1020
186012;179788;41320;37548;232;68;194288;1117992;0;478860;923304;4562220;140;0;89948;23848;113872;7240;325332;1020
186012;178504;41320;35864;224;78;194304;1117992;0;477236;923264;4563760;164;0;88184;23848;113748;7232;327268;1530
186012;179376;41320;36048;228;75;194332;1117992;0;477464;923252;4563536;144;0;88556;23848;113724;7236;324852;1530
186284;180652;41320;37852;228;121;194356;1117992;0;479244;923220;4559220;176;0;90468;23848;116800;7232;330404;1020
186284;182648;41320;38976;240;121;194376;1117992;0;480500;923184;4560172;140;0;91276;23848;114052;7244;327160;1020
186284;181624;41320;37132;236;72;194400;1117992;0;478692;923168;4562432;168;0;89476;23848;113528;7240;326724;1020
186284;179560;41320;35764;232;76;194424;1117996;0;477380;923136;4563916;144;0;88088;23848;113552;7236;326068;1020
186284;178528;41320;34292;228;84;194440;1117996;0;475968;923100;4563232;36;0;86632;23848;115788;7236;327880;510
186284;179520;41320;35408;228;47;194472;1117996;0;477108;923100;4564248;144;0;87896;23848;113760;7236;323988;1020
186284;182592;41320;38680;236;133;194484;1117996;0;480376;923084;4558596;172;0;91140;23848;115912;7244;325932;510
186284;181564;41320;37696;236;159;194492;1117996;0;479436;923048;4556524;132;0;89900;23848;118544;7244;327072;1020
186284;179240;41320;35528;228;121;194508;1117996;0;477356;923012;4563548;176;0;87812;23848;113400;7240;330176;1020
186284;180508;41320;36488;232;95;194544;1117992;0;478324;923016;4562624;24;0;88644;23848;114132;7236;327604;1020
186284;181520;41320;37936;236;86;194556;1117996;0;479856;922972;4561480;164;0;90088;23848;113732;7244;328632;1020
186284;182248;41320;38652;236;81;194564;1117996;0;480624;922928;4560748;140;0;90972;23848;113640;7240;327624;1530
186284;182432;41320;38360;240;65;194588;1117996;0;480380;922904;4561016;164;0;90796;23848;113804;7244;329120;1020
186284;180384;41320;37168;236;125;194608;1117992;0;479184;922888;4562280;20;0;89136;23848;113300;7240;323648;1020
186284;179360;41320;36160;232;117;194620;1117996;0;478264;922848;4562840;172;0;88280;23848;113852;7236;324776;1020
186284;180640;41320;36680;236;78;194656;1117996;0;478824;922840;4562392;140;0;88736;23848;113844;7236;326540;1020
186284;180380;41320;36516;232;113;194680;1117992;0;478676;922828;4562252;52;0;88768;23848;113596;7236;327324;1020
186284;178304;41320;34384;228;109;194692;1118000;0;476604;922808;4563764;144;0;87008;23848;114840;7240;329852;1020
186284;182400;41320;38204;240;63;194728;1117996;0;480464;922796;4561024;36;0;90580;23848;113820;7248;330448;1020
186284;180096;41320;37524;236;69;194744;1117996;0;479836;922772;4561852;28;0;89996;23848;113248;7244;325640;1020
186284;179316;41320;35172;232;121;194776;1118000;0;477508;922780;4563536;176;0;87440;23848;113520;7240;326816;1020
186284;181308;41320;37468;236;102;194784;1118004;0;479872;922724;4560712;140;0;89808;23848;114464;7244;328424;1020
186284;182332;41320;38024;240;99;194800;1118004;0;480476;922688;4560620;164;0;90356;23848;113820;7248;330592;1020
186284;182220;41320;37508;240;81;194828;1117996;0;480004;922676;4561268;24;0;89848;23848;114236;7244;328128;510
186284;180576;41320;36048;236;76;194844;1118004;0;478576;922644;4562548;168;0;88340;23848;114352;7240;325612;510
186284;181188;41320;37456;240;74;194860;1118004;0;480048;922612;4561560;12;0;89956;23848;113640;7244;328328;510
186284;182204;41320;37520;240;46;194876;1118016;0;480156;922588;4561412;56;0;89628;23848;114132;7248;328760;1020
186284;181920;41320;37208;236;122;194896;1118016;0;479892;922560;4561184;132;0;89452;23848;113440;7244;328384;1020
186284;182188;41320;37912;240;113;194916;1118016;0;480656;922528;4560740;176;0;90252;23848;113452;7248;329604;1020
186284;181164;41320;36976;236;98;194940;1118016;0;479768;922504;4561356;24;0;89288;23848;114092;7244;326812;1020
186284;182620;41320;38220;240;76;194972;1118016;0;481040;922508;4560892;176;0;90600;23848;113584;7248;327288;1020
186284;182612;41320;38128;240;86;195004;1118016;0;480968;922512;4560196;140;0;90316;23848;114312;7244;332000;1020
186284;184660;41320;40332;240;69;195016;1118016;0;483216;922484;4558492;24;0;92780;23848;113864;7248;329288;1020
186284;182604;41320;38044;236;92;195020;1118016;0;480972;922444;4558300;28;0;90404;23848;116640;7244;329368;1020
186284;182592;41320;37788;236;114;195048;1118016;0;480744;922444;4561120;172;0;90128;23848;113324;7244;327784;1020
186284;181564;41320;37396;236;83;195072;1118016;0;480404;922420;4561376;140;0;89664;23848;113540;7240;327168;1020
186284;181564;41320;37476;240;90;195092;1118016;0;480500;922400;4560940;52;0;89884;23848;113792;7248;326152;1020
186284;182588;41320;37760;240;91;195128;1118020;0;480820;922416;4560692;132;0;90304;23848;113664;7248;328832;1020
186284;181564;41320;36624;236;88;195156;1118020;0;479728;922408;4561700;164;0;89024;23848;113912;7240;328408;1020
186284;181540;41320;37736;236;95;195176;1118024;0;480864;922400;4560908;12;0;90072;23848;113800;7244;328220;510
186284;181532;41320;37776;236;75;195196;1118028;0;480968;922364;4561316;192;0;89964;23848;113248;7240;329520;1020
186284;180512;41320;36700;232;125;195224;1118024;0;479944;922336;4561776;20;0;89316;23848;113428;7248;324936;1020
186284;180504;41320;35852;232;114;195256;1118028;0;479128;922336;4562256;164;0;88208;23848;113632;7236;326016;1020
186284;180504;41320;35972;236;124;195288;1118028;0;479276;922348;4562920;24;0;88144;23848;113280;7240;326884;510
186284;182548;41320;36756;240;99;195308;1118024;0;480112;922316;4561360;56;0;89312;23848;113788;7248;328388;510
186284;183572;41320;37520;244;116;195320;1118028;0;480924;922284;4558752;144;0;89500;23848;115624;7244;329788;510
186284;183448;41320;38728;240;83;195352;1118028;0;482176;922272;4560140;32;0;91064;23848;113444;7244;329244;1020
186284;182940;41320;36936;248;77;195364;1118028;0;480444;922220;4562056;16;0;89084;23848;113452;7248;326888;1020
186284;182424;41320;36640;244;63;195400;1118028;0;480144;922236;4561900;176;0;89172;23848;113856;7252;328288;1020
186284;181400;41320;35568;240;75;195412;1118028;0;479144;922204;4563044;24;0;87904;23848;113660;7248;328152;1020
186284;182408;41320;37080;244;133;195432;1118024;0;480684;922180;4561180;56;0;89380;23848;113648;7248;328452;1020
186500;183428;41320;36860;248;77;195452;1118028;0;480520;922160;4561660;20;0;89224;23848;113672;7256;330800;1530
186500;183468;41320;37256;248;96;195472;1118028;0;480948;922144;4559276;156;0;89596;23848;115996;7256;329472;510
186500;182440;41320;36312;240;85;195504;1118028;0;480036;922140;4560472;12;0;88640;23848;115440;7248;330700;510
186500;182436;41320;36340;240;71;195524;1118028;0;480100;922120;4562332;60;0;88748;23848;113372;7248;331200;1530
186500;183000;41320;36924;244;98;195540;1118028;0;480728;922100;4561744;140;0;89484;23848;113176;7252;329984;1020
186612;185076;41320;38848;248;138;195552;1118028;0;482672;922096;4559180;172;0;91196;23848;113456;7252;331900;1020
186864;181996;41320;35636;244;95;195560;1118028;0;479500;922064;4562380;12;0;87980;23848;113944;7252;328544;510
186864;181984;41320;36352;240;87;195576;1118032;0;480240;922060;4561712;176;0;88920;23848;113788;7248;330368;510
186864;182500;41320;36376;244;100;195592;1118032;0;480272;922056;4561732;140;0;88464;23848;113528;7248;327828;1020
186864;183260;41320;36660;248;79;195608;1118032;0;480616;922020;4560980;32;0;89076;23848;114416;7252;327404;1530
186864;182228;41320;36160;240;84;195624;1118032;0;480148;922000;4561948;140;0;88368;23848;113712;7248;332704;1020
186864;185300;41320;38520;248;88;195648;1118036;0;482544;921996;4559204;176;0;90868;23848;114240;7256;330840;510
186864;184584;41320;37756;244;108;195668;1118036;0;481808;921988;4557324;144;0;90168;23848;116740;7252;329852;510
187588;186060;41320;39580;248;77;195704;1118036;0;483680;921980;4558444;56;0;91776;23848;113860;7248;331472;1020
188104;184396;41320;37696;244;72;195724;1118036;0;481824;921968;4560588;144;0;90028;23848;113572;7248;330632;510
188104;182340;41320;35856;244;59;195748;1118036;0;479988;921968;4562188;164;0;88304;23848;113960;7248;331676;1020
188104;183108;41320;36768;244;134;195792;1118032;0;480956;921980;4561088;0;0;89280;23848;113680;7248;329816;1020
188104;182304;41320;35992;244;94;195812;1118032;0;480204;921968;4562020;176;0;88548;23848;113676;7248;330488;1020
188104;181004;41320;35140;240;101;195824;1118036;0;479412;921928;4562080;144;0;87492;23848;114636;7248;328124;1020
188104;182284;41320;36392;244;85;195844;1118036;0;480704;921900;4561716;56;0;88720;23848;113524;7252;327192;1020
188104;181256;41320;36164;240;134;195860;1118036;0;480508;921884;4560576;20;0;88480;23848;114888;7244;327392;1530
188104;184312;41320;38460;248;123;195884;1118036;0;482836;921864;4557200;164;0;90796;23848;115880;7252;329672;1020
188104;181940;41320;36348;244;84;195912;1118036;0;480788;921848;4561600;24;0;88472;23848;113620;7252;328920;1020
188104;183988;41320;39400;248;116;195944;1118032;0;483900;921816;4557496;36;0;91712;23848;114524;7256;331956;1530
188104;184408;41320;38860;248;90;195968;1118036;0;483408;921792;4558572;144;0;91188;23848;114024;7256;330948;1530
188104;184168;41320;38508;248;77;196004;1118036;0;483080;921808;4559304;56;0;90904;23848;113832;7256;328668;1020
188104;184228;41320;38528;252;88;196024;1118040;0;483148;921784;4558968;12;0;91192;23848;113680;7256;331900;1020
188104;183184;41320;37804;248;110;196048;1118040;0;482460;921764;4557544;176;0;90384;23848;116616;7256;328780;1530
188104;184208;41320;37672;248;106;196064;1118040;0;482356;921736;4559936;140;0;90332;23848;113672;7256;329288;1020
188104;183304;41320;36364;240;131;196088;1118036;0;481116;921712;4558116;44;0;88588;23848;116300;7248;329520;1020
188104;185344;41320;39452;256;143;196104;1118040;0;484240;921676;4555280;8;0;91564;23848;116852;7260;330500;510
189652;185300;41320;40332;256;93;196132;1118036;0;485188;921652;4556800;164;0;92820;23848;114348;7264;329660;1020
189652;182420;41320;36652;244;148;196160;1118040;0;481548;921640;4557868;140;0;89188;23848;116488;7256;331500;1020
189652;182404;41320;37392;244;85;196172;1118044;0;482316;921632;4559976;188;0;89944;23848;114032;7256;328448;510
189652;180340;41320;34704;236;84;196188;1118040;0;479676;921600;4563208;24;0;87048;23848;113652;7244;327432;1020
189652;182644;41320;36752;240;112;196208;1118044;0;481760;921576;4560008;172;0;89088;23848;114384;7244;328968;1530
189652;182384;41320;36500;240;86;196220;1118044;0;481548;921556;4560828;12;0;88840;23848;114096;7248;329988;1530
189652;182604;41320;36060;244;68;196252;1118036;0;481124;921564;4562228;36;0;88396;23848;113140;7248;328892;1020
189652;184644;41320;38048;248;134;196272;1118044;0;483160;921544;4558088;144;0;90392;23848;115324;7256;330296;1020
189652;184388;41320;38024;252;96;196300;1118044;0;483172;921536;4559008;60;0;90300;23848;113948;7256;329996;1020
189652;183364;41320;37012;248;95;196316;1118044;0;482200;921512;4560272;140;0;89660;23848;114196;7256;330580;1020
189652;183532;41320;36816;244;97;196336;1118044;0;482032;921492;4560260;44;0;89012;23848;114004;7248;329396;510
189652;180200;41320;34724;236;94;196388;1118044;0;479968;921524;4562384;144;0;87012;23848;113752;7248;326612;1020
189652;182480;41320;36792;244;78;196400;1118044;0;482084;921492;4560536;48;0;89132;23848;113804;7248;326784;510
189652;183504;41320;36776;244;81;196432;1118048;0;482084;921508;4560628;12;0;89116;23848;113748;7248;328136;1020
189652;186524;41968;40768;252;120;196448;1118048;0;486132;921472;4556348;172;0;92836;23848;113636;7256;332388;1020
189652;184820;41968;38344;248;71;196464;1118048;0;483744;921444;4558856;132;0;90652;23848;114120;7256;329312;1020
189652;183764;41968;37736;244;64;196484;1118048;0;483152;921448;4558532;56;0;89996;23848;114872;7248;330792;1530
189652;184784;41968;39024;248;80;196504;1118048;0;484492;921428;4558140;24;0;91388;23848;113808;7256;329508;1530
189652;184772;41968;38424;248;100;196520;1118052;0;483932;921396;4558864;164;0;90760;23848;113712;7252;330860;1020
189652;183732;41968;38568;244;45;196544;1118052;0;484108;921392;4558940;140;0;90904;23848;113828;7248;333840;1020
189652;182656;41968;36776;240;112;196568;1118052;0;482364;921372;4559516;24;0;88948;23848;114652;7244;328728;1020
189652;183372;41968;37000;244;92;196596;1118052;0;482616;921372;4560168;160;0;89316;23848;113844;7256;329828;510
189652;183324;41968;38440;244;121;196616;1118056;0;484104;921348;4558200;188;0;91000;23848;113856;7248;331948;510
189652;185140;41968;38532;252;129;196644;1118056;0;484224;921344;4554308;40;0;91052;23848;117548;7252;332400;510
189652;184312;41968;38532;248;124;196652;1118056;0;484276;921300;4558556;172;0;90872;23848;113476;7256;332136;510
189652;183024;41968;37864;244;83;196668;1118060;0;483648;921284;4559012;164;0;90132;23848;113780;7252;330292;510
189652;183376;41968;38124;244;85;196680;1118060;0;483960;921240;4558756;48;0;90464;23848;113888;7252;329104;1020
189652;183360;41968;38016;244;83;196712;1118060;0;483888;921236;4559016;32;0;90572;23848;113744;7248;326852;1530
189652;183616;41968;37824;244;81;196720;1118060;0;483740;921200;4559264;176;0;90144;23848;113884;7252;330668;1020
189652;183612;41968;37724;240;98;196756;1118060;0;483664;921212;4558624;160;0;90116;23848;113964;7248;330152;1020
189652;183612;41968;37720;240;102;196768;1118060;0;483692;921188;4557244;44;0;90020;23848;115880;7248;331624;1020
189652;183600;41968;37520;240;74;196784;1118060;0;483524;921172;4559568;44;0;89864;23848;114016;7248;328404;1020
189652;182320;41968;37292;240;69;196816;1118064;0;483324;921188;4559988;172;0;89820;23848;113412;7244;329624;1020
189652;183576;41968;37784;244;47;196832;1118064;0;483844;921168;4559148;164;0;89924;23848;113764;7252;331592;510
189652;182548;41968;37416;240;118;196856;1118064;0;483512;921164;4559096;32;0;89864;23848;113644;7244;331864;1020
189652;182296;41968;37372;240;108;196892;1118064;0;483496;921172;4559548;152;0;89672;23848;113656;7248;329648;1020
189652;183532;41968;38060;244;126;196892;1118064;0;484228;921128;4556540;176;0;90496;23848;115900;7248;333420;510
189652;183532;41968;37732;244;115;196896;1118064;0;483928;921100;4557500;44;0;90068;23848;115200;7248;330664;1020
189652;182504;41968;37232;240;109;196920;1118064;0;483468;921080;4558556;176;0;89732;23848;114900;7244;329332;1020
189652;184296;41968;39284;248;70;196928;1118064;0;485564;921048;4557000;40;0;91360;23848;114092;7252;331492;510
189652;183524;41968;37572;244;92;196932;1118064;0;483888;921016;4558920;156;0;90008;23848;113944;7252;332528;1020
189652;183468;41968;37340;244;123;196936;1118064;0;483688;920988;4559424;32;0;89624;23848;113512;7252;328200;1020
189652;182440;41968;36860;240;92;196948;1118064;0;483232;920972;4559788;172;0;89188;23848;114100;7244;326408;1020
189652;181104;41968;35176;236;124;196956;1118064;0;481580;920956;4560176;160;0;87744;23848;115468;7244;328672;510
189652;183364;41968;36880;240;72;196960;1118064;0;483304;920940;4560208;52;0;89248;23848;113416;7244;328540;1020
189652;183132;41968;38344;248;93;196964;1118064;0;484776;920904;4555820;32;0;90800;23848;115860;7252;332040;1020
189652;183360;41968;37880;244;75;196964;1118064;0;484364;920876;4558064;164;0;90192;23848;113856;7252;329600;1020
189652;183348;41968;39116;244;105;196964;1118068;0;485620;920860;4555864;56;0;91504;23848;115580;7252;331128;1020
189652;183144;41968;38752;244;131;196964;1118068;0;485304;920816;4557756;36;0;91072;23848;113444;7252;330488;510
189652;183144;41968;37692;248;130;196972;1118068;0;484268;920804;4558896;160;0;89816;23848;113668;7256;328088;510
189652;183396;41968;37508;248;109;196976;1118072;0;484108;920784;4557800;180;0;89844;23848;115320;7256;331332;1020
189652;183116;41968;37828;248;78;196980;1118068;0;484456;920760;4559304;44;0;90172;23848;113560;7256;328612;1020
189652;183368;41968;38132;248;81;196988;1118072;0;484752;920744;4557776;56;0;90628;23848;114412;7252;330004;1020
189652;181060;41968;36168;240;76;197000;1118072;0;482804;920748;4560412;164;0;88660;23848;114564;7248;330212;1020
189652;183088;41968;36528;248;67;197008;1118072;0;483216;920732;4560372;44;0;89004;23848;113388;7252;331720;1530
189652;185440;41968;39452;256;116;197012;1118072;0;486156;920704;4555764;20;0;91852;23848;114524;7264;330776;1530
189652;185440;41968;38752;252;122;197032;1118072;0;485480;920688;4556956;176;0;91052;23848;114736;7256;330736;1020
189652;185436;41968;38952;256;101;197036;1118072;0;485732;920668;4557628;48;0;91104;23848;113884;7260;331276;1020
189652;185448;41968;38788;256;99;197044;1118072;0;485596;920640;4557644;56;0;90964;23848;113420;7264;329008;1020
189652;184144;41968;37696;252;90;197056;1118072;0;484564;920600;4558816;40;0;89812;23848;113800;7260;331892;1020
189652;183348;41968;36568;248;99;197068;1118072;0;483468;920576;4559620;156;0;88828;23848;113528;7260;332396;510
189652;185396;41968;38536;252;113;197096;1118072;0;485464;920576;4557524;44;0;90828;23848;114400;7256;330652;510
189652;185140;41968;38800;252;118;197100;1118072;0;485768;920544;4557852;36;0;91144;23848;113444;7256;331912;1020
189652;184112;41968;38440;244;134;197116;1118072;0;485416;920528;4555488;160;0;90864;23848;116708;7252;328172;1020
189652;184620;41968;37948;252;116;197120;1118072;0;484956;920496;4558632;56;0;90340;23848;113716;7256;329892;510
189652;183308;41968;36916;244;113;197128;1118072;0;483976;920472;4557276;32;0;89452;23848;116552;7252;327664;1530
189652;183308;41968;37280;244;84;197144;1118072;0;484372;920464;4558848;172;0;89396;23848;114188;7248;329424;1530
189652;183052;41968;36844;244;66;197172;1118072;0;483976;920452;4560000;160;0;89244;23848;113536;7252;330712;1530
189652;183696;41968;37320;248;113;197192;1118072;0;484480;920420;4558140;44;0;89448;23848;113972;7256;332448;1020
189652;183564;41968;37280;248;94;197200;1118076;0;484516;920376;4558912;36;0;89620;23848;114136;7256;328236;1020
189652;181260;41968;35416;236;86;197208;1118080;0;482712;920332;4560948;176;0;87724;23848;113624;7240;327016;1020
189652;181516;41968;37116;240;95;197208;1118080;0;484412;920312;4558404;48;0;89400;23848;115012;7244;326620;1020
189652;181976;41968;37352;240;69;197240;1118080;0;484712;920300;4559356;56;0;89824;23848;113660;7248;328196;510
189652;181204;41968;36568;240;52;197244;1118080;0;483984;920248;4560608;164;0;88948;23848;113516;7248;327700;510
189652;182228;41968;36652;244;79;197260;1118080;0;484104;920224;4558656;52;0;88784;23848;115268;7252;329524;1020
189652;183464;41968;37980;248;71;197264;1118080;0;485428;920196;4559100;32;0;90120;23848;113288;7252;327952;510
189652;184364;41968;38420;252;122;197276;1118080;0;485956;920160;4557692;44;0;90760;23848;113764;7256;330820;1020
189652;182552;41968;36244;244;85;197300;1118080;0;483804;920160;4560488;164;0;88532;23848;113632;7252;332552;1020
189652;181688;41968;35648;240;71;197312;1118080;0;483224;920140;4561052;56;0;88140;23848;113764;7248;329096;1020
189652;181436;41968;35568;240;87;197340;1118076;0;483200;920124;4560432;40;0;87908;23848;114000;7244;330844;1020
189652;182712;41968;35824;244;126;197352;1118080;0;483496;920100;4560136;164;0;88104;23848;113456;7252;327116;1020
189652;182660;41968;36448;240;96;197372;1118084;0;484160;920080;4558788;44;0;88944;23848;114072;7248;329800;1020
189652;184696;41968;38844;248;120;197380;1118084;0;486588;920056;4557356;48;0;91180;23848;113208;7252;329260;1020
189652;186744;41968;40324;256;127;197392;1118084;0;488108;920028;4551620;164;0;92664;23848;118416;7260;334756;510
189652;183668;41968;37408;244;78;197404;1118084;0;485212;920020;4558812;172;0;89748;23848;113812;7252;330340;1020
189652;183652;41968;37612;248;70;197436;1118084;0;485456;920012;4558520;152;0;89952;23848;114140;7260;330280;1020
189652;183396;41968;37004;244;88;197436;1118084;0;484884;919980;4556492;176;0;89572;23848;117148;7252;330380;1020
189652;182352;41968;36556;240;83;197464;1118088;0;484440;919996;4559492;40;0;88932;23848;113448;7252;331576;1020
189652;182604;41968;36568;240;116;197480;1118088;0;484496;919980;4559360;172;0;88892;23848;113592;7252;327784;1530
189652;181580;41968;34956;240;90;197500;1118088;0;482904;919976;4561196;40;0;87292;23848;113824;7248;327828;1530
189652;183616;41968;36920;244;70;197520;1118088;0;484904;919964;4559460;32;0;89392;23848;113872;7252;329084;1020
189652;183348;41968;37808;244;65;197528;1118088;0;485836;919924;4558392;160;0;90156;23848;113728;7252;328816;1020
189652;183336;41968;37368;244;74;197536;1118092;0;485424;919912;4559196;72;0;89712;23848;113624;7252;329876;1020
189652;185384;41968;39388;252;154;197548;1118088;0;487492;919872;4553728;44;0;91644;23848;116584;7256;332596;1020
189652;185356;41968;39348;252;111;197568;1118092;0;487488;919856;4555916;172;0;91900;23848;114680;7260;332404;1020
189652;185100;41968;39264;252;113;197572;1118092;0;487440;919824;4556296;32;0;91384;23848;113972;7260;327520;1020
189652;183308;41968;37004;244;86;197600;1118092;0;485216;919812;4559016;48;0;89336;23848;113756;7248;330084;1020
189652;183304;41968;36852;244;83;197616;1118092;0;485088;919812;4559280;44;0;89120;23848;113572;7248;330664;1020
189652;183048;41968;37200;240;73;197628;1118092;0;485460;919796;4557972;176;0;89760;23848;114960;7244;330608;1530
189652;182648;41968;36968;244;76;197656;1118092;0;485240;919812;4559320;160;0;89528;23848;113852;7248;329948;1020
189652;181852;41968;36792;240;126;197680;1118088;0;485092;919812;4559036;44;0;89168;23848;113776;7248;326744;1020
189652;182620;41968;38392;244;96;197680;1118092;0;486712;919792;4557912;44;0;90744;23848;113536;7248;329728;1020
190548;184892;41968;38588;248;85;197696;1118092;0;486940;919776;4557368;56;0;90928;23848;114028;7256;331580;1020
190548;186680;41968;40548;256;81;197720;1118084;0;488920;919780;4555308;44;0;92892;23848;113972;7264;330540;1020
190548;183864;42856;37520;248;80;197732;1118092;0;485908;919768;4558660;164;0;90096;23848;113656;7256;332768;1020
190548;184876;42856;37384;248;76;197752;1118092;0;485808;919756;4558320;152;0;89676;23848;113588;7256;330012;1020
190548;184616;42856;37604;248;73;197764;1118092;0;486056;919748;4558484;60;0;89944;23848;113668;7252;330864;1020
190548;184872;42856;37332;252;118;197772;1118096;0;485816;919724;4556488;44;0;89672;23848;116260;7260;330900;1530
190548;185632;42856;38516;252;116;197780;1118096;0;487000;919700;4557504;52;0;91036;23848;113836;7256;330656;1020
190548;183580;42856;36772;248;151;197784;1118096;0;485296;919680;4555244;40;0;89156;23848;117764;7256;330404;1020
190548;184276;42856;37132;248;116;197792;1118096;0;485700;919660;4556884;36;0;89420;23848;115960;7252;332448;1020
190548;182228;42856;35176;244;79;197804;1118096;0;483776;919640;4560792;36;0;87520;23848;113492;7248;327848;1020
190548;184272;42856;36836;252;105;197812;1118096;0;485460;919624;4557360;172;0;89176;23848;115712;7260;332184;1020
190548;183812;42856;37092;248;71;197812;1118096;0;485740;919596;4559112;208;0;89624;23848;113700;7256;328344;1020
190548;184836;42856;37680;248;63;197824;1118096;0;486352;919588;4557924;52;0;90020;23848;114336;7252;331672;510
191488;186884;42856;39932;256;106;197824;1118100;0;488632;919560;4556472;44;0;92220;23848;113264;7264;333584;1020
192256;186876;43804;40440;256;157;197824;1118100;0;489184;919512;4548840;56;0;92532;23848;120004;7260;330360;1020
192256;181500;43804;35888;240;97;197848;1118100;0;484684;919492;4559872;44;0;88196;23848;113624;7244;330344;1020
192256;181728;43804;35016;240;114;197856;1118096;0;483832;919480;4558512;36;0;87104;23848;115948;7248;327584;1020
192256;182752;43804;36088;240;112;197880;1118096;0;484928;919468;4558792;160;0;88592;23848;114948;7252;329824;1020
192256;183772;43804;36876;248;85;197888;1118096;0;485752;919452;4558632;48;0;89200;23848;114140;7252;327192;1020
192256;182748;43804;36520;244;114;197896;1118100;0;485420;919432;4557268;44;0;88944;23848;116224;7252;329080;1020
192256;183732;43804;36676;244;70;197908;1118100;0;485608;919412;4559352;56;0;89016;23848;113780;7252;328852;510
192256;183724;43804;36736;248;71;197920;1118096;0;485700;919392;4559348;44;0;89216;23848;113688;7252;330996;1020
192256;181508;43804;35552;240;102;197932;1118100;0;484544;919380;4559720;48;0;88136;23848;113984;7252;329840;1020
192256;181508;43804;34724;240;112;197940;1118104;0;483744;919360;4560880;240;0;87084;23848;113748;7252;329280;1020
192256;184332;43804;37560;252;106;197960;1118096;0;486592;919364;4557572;180;0;90132;23848;114608;7264;332332;1020
192256;185160;43804;37248;252;74;197968;1118104;0;486324;919336;4557836;48;0;89588;23848;114004;7260;331660;510
192256;186424;43804;38392;256;53;197992;1118104;0;487484;919344;4557516;56;0;90736;23848;113896;7264;333596;510
192256;182328;43804;35696;244;101;197996;1118104;0;484804;919320;4559984;40;0;88088;23848;113664;7252;327476;1020
192256;185580;43804;37260;252;113;198000;1118104;0;486404;919300;4556780;44;0;89648;23848;115576;7260;331828;1020
192256;184300;43804;36448;252;116;198000;1118104;0;485628;919264;4558856;40;0;88772;23848;114036;7260;331484;510
192256;185576;43804;37372;252;81;198004;1118104;0;486572;919248;4558132;32;0;89792;23848;113748;7264;330936;1020
192256;185564;43804;37368;252;89;198020;1118104;0;486596;919232;4557472;160;0;89844;23848;114092;7260;332132;510
192256;186324;43804;38948;252;114;198032;1118096;0;488216;919208;4556024;56;0;91520;23848;114216;7260;332444;510
192256;185552;43804;37460;252;83;198040;1118104;0;486752;919192;4557904;32;0;89800;23848;114096;7260;335372;1020
