'VmPeak';'VmSize';'VmHWM';'VmRSS';'VmPTE';'Threads';'Buffers';'Cached';'Active';'Inactive';'Dirty';'Writeback';'Mapped';'Slab';'PageTables';'Committed_AS';'NumOfAllocFH';'proc-fd';'avgThroughput';'avgElapsed'
172392;170340;32868;31428;200;9;168060;1117480;0;435860;933448;4598516;164;0;83768;23844;110464;7208;314936;1020
172392;170340;32868;31428;200;9;168132;1117480;0;435888;933500;4598268;168;0;83772;23844;110476;7208;314880;1530
172392;170340;32868;31428;200;63;168168;1117484;0;435940;933484;4597332;160;0;83772;23844;110480;7208;319016;1530
172392;170340;32868;31428;200;50;168232;1117480;0;435980;933508;4597816;144;0;83772;23844;110528;7204;316360;1530
172392;170340;32868;31428;200;33;168248;1117484;0;436056;933452;4598076;164;0;83776;23844;110484;7204;314032;1020
172392;170340;32868;31428;200;13;168284;1117484;0;436096;933444;4597996;36;0;83772;23844;110524;7208;315952;1530
172392;170340;32868;31428;200;9;168364;1117476;0;436112;933508;4598152;32;0;83772;23844;110488;7208;315672;1530
172392;170340;32868;32116;200;63;168408;1117484;0;436852;933500;4597224;152;0;84460;23844;110476;7204;317608;1530
172392;170340;32868;32116;200;47;168484;1117476;0;436876;933548;4596840;152;0;84456;23844;110624;7208;315448;1020
172392;170340;32868;32116;200;35;168536;1117484;0;436916;933564;4597200;152;0;84460;23844;110444;7204;317368;1020
172392;170340;32868;32116;200;18;168576;1117484;0;436956;933560;4597080;160;0;84456;23844;110588;7208;317176;1020
172392;170340;32868;32116;200;9;168640;1117476;0;436996;933588;4597036;152;0;84460;23844;110548;7208;317040;1530
172392;170340;32868;32116;200;9;168684;1117484;0;437032;933592;4597152;40;0;84456;23844;110520;7208;317040;2040
172392;170340;32868;32116;200;57;168740;1117480;0;437072;933612;4596520;16;0;84456;23844;110640;7204;317040;2040
172392;170340;32868;32116;200;39;168808;1117488;0;437108;933648;4596540;164;0;84460;23844;110572;7208;317040;1530
172392;170340;32868;32116;200;27;168848;1117488;0;437156;933640;4596760;156;0;84460;23844;110560;7208;314644;1020
172392;170340;32868;32116;200;9;168888;1117484;0;437208;933628;4596912;164;0;84460;23844;110528;7208;314464;1020
172392;170340;32868;32116;200;19;168920;1117488;0;437256;933608;4596700;152;0;84456;23844;110504;7208;316488;1530
172392;170340;32868;32116;200;51;168980;1117484;0;437288;933636;4596676;152;0;84456;23844;110660;7204;316488;1530
172392;170340;32868;32116;200;45;169024;1117488;0;437340;933632;4596360;160;0;84456;23844;110408;7204;314296;1530
172392;170340;32868;32116;200;23;169068;1117492;0;437388;933632;4596420;44;0;84460;23844;110428;7208;316376;1530
172392;170340;32868;32116;200;9;169096;1117492;0;437448;933600;4596656;156;0;84460;23844;110468;7208;314308;1020
172392;170340;32868;32116;200;9;169144;1117492;0;437496;933600;4596532;160;0;84460;23844;110408;7208;316136;1020
172392;170340;32868;32116;200;9;169196;1117492;0;437532;933616;4596656;144;0;84460;23844;110448;7204;313896;1020
172392;170340;32868;32116;200;53;169260;1117488;0;437564;933648;4596052;164;0;84460;23844;110508;7208;316084;1020
172392;170340;32868;32116;200;41;169296;1117492;0;437620;933632;4596148;156;0;84464;23844;110536;7208;318136;1020
172392;170340;32868;32116;200;27;169324;1117492;0;437664;933612;4596500;44;0;84460;23844;110548;7204;318244;1020
172392;170340;32868;32116;200;10;169364;1117492;0;437708;933608;4596512;24;0;84460;23844;110448;7204;316160;1020
172392;170340;32868;32116;200;9;169404;1117492;0;437764;933592;4596900;152;0;84460;23844;110560;7208;315880;1020
172392;170340;32868;32116;200;64;169440;1117492;0;437808;933580;4595840;156;0;84456;23844;110548;7208;315744;1530
172392;170340;32868;32116;200;54;169496;1117492;0;437844;933600;4596044;160;0;84456;23844;110444;7204;317796;1530
172392;170340;32868;32116;200;38;169520;1117492;0;437908;933564;4595792;152;0;84460;23844;110496;7208;317608;1530
172392;170340;32868;31576;200;26;169560;1117492;0;437404;933568;4596640;160;0;83992;23844;110536;7208;315372;1530
172392;170340;32868;32004;200;23;169600;1117492;0;437876;933560;4596416;16;0;84208;23844;110516;7208;315200;1530
172392;170340;32868;31428;200;9;169628;1117496;0;437380;933516;4596904;40;0;83772;23844;110452;7208;315288;1020
172392;170340;32868;31428;200;9;169672;1117496;0;437440;933504;4596904;152;0;83792;23844;110424;7208;315160;1020
172392;170340;32868;31900;200;56;169716;1117500;0;437940;933520;4595916;176;0;84252;23844;110584;7208;317248;1020
172392;171364;32868;31960;200;39;169764;1117496;0;438044;933516;4596424;152;0;84304;23844;110440;7204;314880;1530
172392;170340;32868;32092;200;27;169816;1117504;0;438216;933536;4596512;152;0;84464;23844;110516;7204;319300;2040
172392;170340;32868;31280;200;16;169884;1117500;0;437440;933568;4597220;156;0;83628;23844;110536;7204;314656;2040
172392;170340;32868;30848;200;9;169940;1117504;0;437040;933592;4597284;164;0;83188;23844;110496;7208;314048;2040
172392;170340;32868;30848;200;9;169996;1117504;0;437080;933608;4597036;28;0;83108;23844;110464;7204;317996;1020
172392;170340;32868;31428;200;60;170064;1117500;0;437692;933644;4596744;160;0;83740;23844;110432;7208;315912;1020
172392;170340;32868;31448;200;54;170100;1117504;0;437760;933628;4596676;144;0;83620;23844;110492;7208;315744;1020
172392;170340;32868;31500;200;36;170140;1117504;0;437860;933620;4596448;164;0;83676;23844;110492;7208;317940;1020
172392;170340;32868;31564;200;19;170176;1117500;0;437972;933608;4596576;156;0;83720;23844;110420;7204;315804;1020
172392;170340;32868;31616;200;10;170220;1117504;0;438072;933600;4596780;164;0;83848;23844;110440;7208;315788;1020
172392;170340;32868;30848;200;9;170260;1117504;0;437352;933600;4596540;32;0;83300;23844;110472;7208;315712;1020
172392;170340;32868;31428;200;58;170308;1117492;0;437976;933608;4596512;20;0;83800;23844;110388;7208;317784;510
172392;170340;32868;31488;200;43;170348;1117504;0;438076;933600;4596020;156;0;83648;23844;110516;7204;317744;1020
172392;170340;32868;31528;200;33;170400;1117500;0;438156;933612;4595472;164;0;83736;23844;110480;7208;317592;1020
172392;170340;32868;31560;200;24;170436;1117504;0;438236;933600;4596296;152;0;83716;23844;110616;7208;317404;1020
172392;170340;32868;31608;200;14;170476;1117504;0;438336;933592;4596128;160;0;83852;23844;110420;7204;315056;1020
172392;170340;32868;30848;200;9;170524;1117504;0;437628;933592;4596292;144;0;83112;23844;110548;7208;315056;1530
172392;170340;32868;31428;200;65;170560;1117504;0;438248;933584;4595968;40;0;83780;23844;110540;7208;315232;1020
172392;170340;32868;31456;200;54;170600;1117504;0;438320;933572;4595932;24;0;83816;23844;110444;7204;317436;1530
172392;170340;32868;31596;200;42;170648;1117496;0;438520;933572;4595268;160;0;83940;23844;110424;7208;317436;1530
172392;170340;32868;31596;200;35;170692;1117508;0;438556;933580;4594968;168;0;83936;23844;110480;7204;317356;1530
172392;170340;32868;31596;200;23;170740;1117508;0;438620;933572;4595428;164;0;83940;23844;110528;7208;319516;1530
172392;170340;32868;31596;200;9;170800;1117512;0;438656;933600;4595540;156;0;83944;23844;110540;7208;315068;1530
172392;170340;32868;31596;200;9;170840;1117512;0;438704;933588;4595168;164;0;83940;23844;110540;7208;314752;1530
172392;170340;32868;31596;200;57;170900;1117504;0;438748;933604;4594536;156;0;83940;23844;110576;7204;319064;1020
172392;170340;32868;31596;200;43;170936;1117512;0;438800;933588;4594648;40;0;83940;23844;110456;7204;318584;1020
172392;170340;32868;31596;200;35;170992;1117516;0;438844;933604;4594844;0;0;83940;23844;110484;7208;315856;1530
172392;170340;32868;31596;200;16;171044;1117508;0;438884;933612;4595120;164;0;83936;23844;110500;7208;313744;1530
172392;170340;32868;31596;200;11;171072;1117516;0;438944;933584;4595252;156;0;83940;23844;110432;7208;315868;2040
172392;170340;32868;31596;200;9;171124;1117516;0;438988;933588;4595176;164;0;83936;23844;110416;7208;315596;2040
172392;170340;32868;31596;200;62;171160;1117516;0;439036;933580;4594628;152;0;83940;23844;110488;7204;315596;1530
172392;170340;32868;31596;200;46;171208;1117516;0;439072;933592;4594632;32;0;83940;23844;110436;7208;315380;1020
172392;170340;32868;31596;200;40;171264;1117504;0;439104;933616;4594788;28;0;83940;23844;110444;7204;313160;1020
172392;170340;32868;30848;200;27;171304;1117516;0;438404;933608;4595900;164;0;83192;23844;110412;7208;313160;1020
172392;170340;32868;30848;200;9;171356;1117512;0;438456;933608;4596044;156;0;83192;23844;110460;7204;313012;1530
172392;170340;32868;30848;200;9;171408;1117516;0;438500;933616;4595672;160;0;83192;23844;110576;7208;315032;1530
172392;170340;32868;30848;200;63;171460;1117516;0;438536;933632;4594868;144;0;83192;23844;110432;7208;317104;1530
172392;170340;32868;30848;200;51;171512;1117508;0;438584;933632;4595088;164;0;83188;23844;110540;7208;316792;1020
172392;170340;32868;30848;200;38;171564;1117520;0;438624;933652;4595192;28;0;83192;23844;110496;7204;314592;1020
172392;170340;32868;30848;200;26;171588;1117520;0;438684;933612;4595536;40;0;83188;23844;110412;7208;316640;1020
172392;170340;32868;30848;200;9;171628;1117520;0;438720;933616;4595052;152;0;83188;23844;110472;7204;316408;1020
172392;170340;32868;30848;200;9;171668;1117520;0;438776;933604;4594804;152;0;83192;23844;110500;7208;316440;1530
172392;170340;32868;30848;200;61;171724;1117516;0;438824;933612;4595000;152;0;83192;23844;110432;7208;316300;2040
172392;170340;32868;30848;200;54;171768;1117524;0;438864;933620;4594692;176;0;83192;23844;110532;7204;315796;1530
172392;170340;32868;30848;200;42;171820;1117524;0;438904;933628;4594524;156;0;83188;23844;110524;7208;315796;1530
172392;170340;32868;30848;200;30;171860;1117524;0;438968;933604;4594760;160;0;83188;23844;110520;7208;315604;1530
172392;170340;32868;30848;200;12;171908;1117524;0;439012;933612;4594772;16;0;83192;23844;110484;7208;315396;1530
172392;170340;32868;30848;200;9;171948;1117524;0;439072;933588;4595292;40;0;83192;23844;110572;7204;312756;1530
172392;170340;32868;30848;200;9;172044;1117608;0;439272;933572;4593356;340;0;83192;23844;110712;7208;319736;1530
172392;170340;32868;30848;200;56;172088;1117608;0;439320;933568;4594220;164;0;83192;23844;110680;7208;314848;1530
172392;170340;32868;30848;200;42;172144;1117608;0;439356;933584;4594224;152;0;83188;23844;110668;7204;317260;1020
172392;170340;32868;30848;200;35;172204;1117608;0;439396;933608;4594272;152;0;83192;23844;110584;7204;317188;1020
172392;170340;32868;30848;200;17;172248;1117608;0;439452;933596;4594416;36;0;83192;23844;110604;7204;317188;1020
172392;170340;32868;30848;200;9;172296;1117608;0;439488;933604;4594620;44;0;83188;23844;110556;7204;315312;1020
172392;170340;32868;30848;200;9;172344;1117608;0;439524;933616;4594380;16;0;83188;23844;110480;7208;315036;1020
172392;170340;32868;30848;200;56;172408;1117608;0;439564;933640;4593748;160;0;83188;23844;110612;7208;319200;1530
172392;170340;32868;30848;200;42;172456;1117608;0;439612;933640;4594232;144;0;83188;23844;110592;7208;317068;1020
172392;170340;32868;30848;200;33;172492;1117612;0;439676;933620;4593808;164;0;83192;23844;110620;7204;317120;1530
172392;170340;32868;30848;200;17;172532;1117612;0;439748;933588;4593928;156;0;83192;23844;110596;7208;315036;1530
172392;170340;32868;30848;200;11;172556;1117616;0;439808;933552;4593976;40;0;83188;23844;110552;7208;317040;1530
172392;170340;32868;30848;200;9;172588;1117612;0;439876;933512;4593752;24;0;83192;23844;110552;7208;316876;1530
172392;170340;32868;30848;200;63;172628;1117616;0;439920;933516;4593684;28;0;83192;23844;110492;7204;316760;1530
172392;170340;32868;30848;200;49;172664;1117616;0;439972;933500;4593904;152;0;83192;23844;110512;7208;318924;1530
172392;170340;32868;30848;200;41;172688;1117616;0;440024;933472;4593744;160;0;83192;23844;110520;7208;314568;1530
172392;170340;32868;30848;200;33;172732;1117616;0;440076;933464;4594180;152;0;83192;23844;110464;7208;314472;1020
172392;170340;32868;31340;200;18;172756;1117616;0;440632;933424;4593540;160;0;83684;23844;110624;7208;314256;1020
172392;170340;32868;31340;200;9;172812;1117620;0;440668;933448;4593504;156;0;83684;23844;110540;7208;318812;1530
172392;170340;32868;31340;200;64;172852;1117620;0;440716;933440;4593056;44;0;83684;23844;110544;7208;316432;1530
172392;170340;32868;31340;200;51;172904;1117620;0;440752;933456;4593160;16;0;83684;23844;110568;7208;314268;1020
172392;170340;32868;31340;200;38;172952;1117620;0;440804;933452;4593008;164;0;83684;23844;110612;7208;316412;1020
172392;170340;32868;31340;200;24;172996;1117620;0;440852;933452;4593120;152;0;83688;23844;110768;7208;316356;1020
172392;170340;32868;31340;200;17;173048;1117620;0;440892;933460;4593060;152;0;83684;23844;110740;7208;318440;1530
172392;170340;32868;31340;200;14;173092;1117620;0;440932;933464;4592952;156;0;83684;23844;110580;7208;318368;1530
172392;170340;32868;31340;200;9;173128;1117620;0;440984;933448;4592868;44;0;83684;23844;110696;7208;320500;1530
172392;170340;32868;31340;200;55;173164;1117620;0;441032;933436;4592748;28;0;83684;23844;110520;7208;316140;1020
172392;170340;32868;31340;200;43;173204;1117624;0;441084;933424;4593348;28;0;83680;23844;110592;7208;316140;1020
172392;170340;32868;31340;200;28;173256;1117624;0;441136;933428;4592848;144;0;83684;23844;110612;7204;315912;1020
172392;170340;32868;31340;200;22;173292;1117624;0;441196;933404;4592888;164;0;83684;23844;110600;7208;315640;1530
172392;170340;32868;31340;200;11;173348;1117624;0;441228;933424;4592736;156;0;83680;23844;110420;7208;315440;1530
172392;170340;32868;31340;200;9;173384;1117624;0;441288;933400;4592884;164;0;83680;23844;110640;7208;317492;1530
172392;170340;32868;31340;200;64;173424;1117624;0;441328;933404;4592196;152;0;83684;23844;110560;7204;314920;1020
172392;170340;32868;31340;200;53;173460;1117624;0;441380;933384;4592532;40;0;83680;23844;110588;7204;316948;1020
172392;170340;32868;31340;200;41;173504;1117624;0;441420;933392;4592736;12;0;83684;23844;110560;7208;316784;1020
172392;170340;32868;31340;200;27;173564;1117624;0;441456;933416;4592476;160;0;83684;23844;110584;7208;316784;1020
172392;170340;32868;31340;200;19;173628;1117624;0;441488;933448;4592308;152;0;83684;23844;110536;7208;318728;2040
172392;170340;32868;31340;200;9;173692;1117624;0;441516;933480;4592504;160;0;83680;23844;110664;7204;314300;2040
172392;170340;32868;31340;200;38;173768;1117624;0;441536;933536;4592280;152;0;83680;23844;110548;7204;316464;1530
172392;170340;32868;31340;200;53;173808;1117624;0;441580;933528;4592780;156;0;83680;23844;110568;7204;314220;1530
172392;170340;32868;31340;200;47;173864;1117628;0;441624;933548;4591960;16;0;83680;23844;110572;7204;318400;1530
172392;170340;32868;31340;200;33;173916;1117628;0;441672;933560;4592064;32;0;83688;23844;110668;7208;317920;1530
172392;170340;32868;31340;200;17;173980;1117628;0;441700;933592;4592320;156;0;83684;23844;110640;7208;315660;1530
172392;170340;32868;31340;200;13;174016;1117628;0;441744;933584;4592104;164;0;83684;23844;110536;7208;315380;1530
172392;170340;32868;31340;200;9;174064;1117628;0;441788;933588;4592012;152;0;83684;23844;110548;7208;315244;1020
172392;170340;32868;31340;200;26;174124;1117628;0;441816;933620;4591752;156;0;83684;23844;110656;7204;317300;1020
172392;170340;32868;31340;200;55;174172;1117632;0;441852;933632;4591892;28;0;83680;23844;110580;7208;316892;1020
172392;170340;32868;31340;200;42;174216;1117632;0;441912;933620;4591732;44;0;83684;23844;110744;7208;316892;1020
172392;170340;32868;31340;200;40;174264;1117632;0;441944;933632;4592004;16;0;83680;23844;110592;7204;314544;1530
172392;170340;32868;30848;200;34;174312;1117632;0;441492;933644;4592548;164;0;83192;23844;110616;7208;316592;1020
172392;170340;32868;30848;200;16;174352;1117632;0;441544;933632;4592080;152;0;83192;23844;110676;7204;320552;1020
172392;170340;32868;30848;200;9;174396;1117632;0;441580;933636;4592004;156;0;83188;23844;110636;7208;315896;1020
172392;170084;32868;30844;200;9;174444;1117632;0;441624;933632;4592136;144;0;83188;23844;110664;7208;318056;1530
172392;170084;32868;30844;200;56;174472;1117632;0;441680;933608;4591884;164;0;83184;23844;110596;7208;317780;1530
172392;170084;32868;30844;200;51;174492;1117632;0;441724;933588;4592164;28;0;83188;23844;110624;7204;317652;1530
172392;170084;32868;30844;200;40;174540;1117632;0;441760;933596;4591764;40;0;83188;23844;110676;7204;317432;1020
172392;170084;32868;30844;200;32;174604;1117632;0;441788;933636;4591572;152;0;83188;23844;110672;7204;319376;1020
172392;170084;32868;30844;200;25;174616;1117632;0;441864;933572;4591884;156;0;83188;23844;110744;7204;316956;1020
172392;170084;32868;30844;200;9;174664;1117632;0;441912;933572;4591888;144;0;83188;23844;110692;7204;316736;1530
172392;170084;32868;30844;200;9;174700;1117632;0;441960;933560;4592384;160;0;83188;23844;110716;7208;316736;2040
172392;170340;32868;30876;200;61;174752;1117632;0;442016;933584;4591588;152;0;83192;23844;110664;7208;316476;1530
172392;170340;32868;31536;200;60;174808;1117632;0;442708;933612;4590612;40;0;83880;23844;110636;7208;316292;1530
172392;170340;32868;31536;200;49;174848;1117632;0;442756;933600;4591188;12;0;83876;23844;110556;7204;318336;1020
172392;170340;32868;31536;200;37;174896;1117636;0;442800;933612;4591168;168;0;83880;23844;110608;7208;315748;1020
172392;170340;32868;31536;200;23;174928;1117640;0;442840;933608;4591156;160;0;83880;23844;110552;7204;315424;1020
172392;170340;32868;31536;200;10;174936;1117640;0;442892;933560;4591016;164;0;83876;23844;110540;7204;315424;1530
172392;170340;32868;31536;200;9;174960;1117640;0;442944;933536;4591272;156;0;83880;23844;110596;7208;314888;1020
172392;170340;32868;31536;200;63;174984;1117640;0;443004;933500;4590716;44;0;83880;23844;110568;7208;314840;1020
172392;170340;32868;31536;200;54;175008;1117640;0;443044;933484;4590656;24;0;83880;23844;110644;7208;314824;1020
172392;170340;32868;31536;200;42;175032;1117640;0;443100;933452;4590884;24;0;83880;23844;110600;7204;314824;1020
172392;170340;32868;31536;200;31;175056;1117640;0;443140;933436;4590972;144;0;83880;23844;110600;7204;318952;1530
172392;170340;32868;31536;200;20;175080;1117640;0;443196;933400;4591060;164;0;83876;23844;110580;7208;316360;1530
172392;170340;32868;31536;200;11;175104;1117640;0;443228;933396;4591124;156;0;83880;23844;110704;7204;314272;1020
172392;170340;32868;31536;200;9;175136;1117640;0;443256;933400;4590652;164;0;83880;23844;110616;7204;316316;1020
172392;170340;32868;31536;200;59;175180;1117644;0;443312;933392;4590988;152;0;83880;23844;110596;7204;316244;1020
172392;170340;32868;31536;200;49;175220;1117644;0;443336;933404;4590808;36;0;83876;23844;110632;7208;316108;1020
172392;170340;32868;31536;200;39;175252;1117644;0;443376;933396;4590392;12;0;83876;23844;110568;7208;318188;1530
172392;170340;32868;31536;200;24;175292;1117644;0;443408;933408;4590652;164;0;83880;23844;110580;7208;315804;1530
172392;170340;32868;31536;200;13;175336;1117644;0;443444;933416;4590360;152;0;83880;23844;110624;7208;317860;1530
172392;170340;32868;31536;200;9;175380;1117644;0;443472;933432;4590400;160;0;83880;23844;110604;7208;315388;1020
172392;170340;32868;31536;200;9;175416;1117644;0;443516;933424;4590896;152;0;83880;23844;110624;7208;315212;1020
172392;170340;32868;31536;200;60;175472;1117644;0;443540;933456;4590364;36;0;83880;23844;110560;7204;317280;1530
172392;170340;32868;31536;200;52;175528;1117644;0;443576;933476;4590304;16;0;83880;23844;110636;7204;317240;1530
172392;170340;32868;31536;200;45;175568;1117648;0;443596;933496;4590360;28;0;83876;23844;110744;7204;314564;1530
172392;170340;32868;31536;200;28;175600;1117648;0;443624;933504;4590356;152;0;83880;23844;110620;7204;314564;510
172392;170340;32868;31536;200;26;175648;1117652;0;443660;933520;4590132;176;0;83880;23844;110644;7204;318740;1020
172392;170340;32868;31476;200;11;175684;1117652;0;443640;933500;4590632;152;0;83768;23844;110620;7208;316556;1020
172392;170340;32868;30848;200;9;175732;1117652;0;443044;933532;4590888;156;0;83192;23844;110636;7208;314460;1530
172392;170340;32868;31324;200;62;175760;1117652;0;443504;933516;4590588;144;0;83632;23844;110584;7208;316532;1530
172392;170340;32868;31320;200;54;175796;1117652;0;443564;933532;4590536;44;0;83648;23844;110692;7208;316652;1020
172392;171364;32868;31412;200;41;175832;1117652;0;443716;933520;4590392;16;0;83788;23860;110696;7112;316512;1020
172392;170340;32868;31400;200;30;175880;1117652;0;443712;933552;4590728;164;0;83692;23844;110740;7208;315908;1020
172392;171364;32868;31468;200;16;175928;1117652;0;443820;933564;4590840;152;0;83768;23844;110700;7208;315980;1530
172392;170340;32868;30848;200;9;175964;1117652;0;443240;933568;4591268;156;0;83336;23844;110636;7204;318044;1530
172392;170340;32868;30848;200;9;175980;1117652;0;443288;933532;4590880;144;0;83188;23844;110668;7208;315464;1530
172392;170340;32868;31404;200;54;176000;1117652;0;443888;933508;4590388;164;0;83632;23844;110672;7208;315276;1020
172392;170340;32868;31468;200;43;176016;1117652;0;444000;933476;4589632;28;0;83752;23844;110740;7208;317384;1020
172392;170340;32868;31480;200;34;176032;1117652;0;444064;933444;4590440;32;0;83768;23844;110656;7208;315332;1020
172392;170340;32868;31532;200;26;176076;1117652;0;444136;933456;4590388;152;0;83820;23844;110736;7212;315164;1530
172392;170340;32868;30848;200;9;176120;1117652;0;443500;933460;4590276;156;0;83300;23844;110684;7204;315164;1530
172392;170340;32868;30848;200;9;176152;1117652;0;443532;933460;4590280;144;0;83288;23844;110712;7208;314992;1530
172392;170340;32868;31220;200;48;176180;1117652;0;443936;933448;4589960;164;0;83628;23844;110688;7208;314992;1530
172392;170340;32868;31448;200;53;176208;1117656;0;444164;933456;4590300;36;0;83664;23844;110600;7204;317112;1020
172392;170340;32868;31612;200;41;176232;1117656;0;444400;933444;4590024;40;0;83956;23844;110628;7208;314768;1530
172392;170340;32868;31620;200;33;176240;1117656;0;444448;933408;4589800;12;0;83960;23844;110712;7208;316828;1530
172392;170340;32868;31584;200;20;176248;1117656;0;444436;933388;4590300;156;0;83868;23844;110764;7208;316828;1020
172392;170340;32868;31596;200;9;176252;1117656;0;444476;933372;4590024;144;0;83940;23844;110756;7208;316700;1020
172392;170340;32868;31596;200;9;176264;1117660;0;444500;933360;4589528;176;0;83936;23844;110584;7208;316488;1020
172392;170340;32868;31596;200;62;176280;1117656;0;444544;933332;4589220;156;0;83940;23844;110608;7208;316488;1020
172392;170340;32868;31596;200;53;176292;1117660;0;444576;933316;4589548;164;0;83940;23844;110640;7208;316264;1530
172392;170340;32868;31596;200;43;176300;1117660;0;444596;933300;4589620;24;0;83936;23844;110672;7204;316136;1530
172392;170340;32868;31596;200;34;176332;1117660;0;444644;933288;4589452;32;0;83940;23844;110656;7208;313968;1530
172392;170340;32868;31596;200;19;176356;1117660;0;444664;933292;4589324;144;0;83940;23844;110624;7208;313968;1530
172392;170340;32868;31596;200;11;176372;1117660;0;444704;933272;4589140;164;0;83944;23844;110628;7208;318096;1530
172392;170340;32868;31596;200;9;176384;1117660;0;444752;933232;4590032;156;0;83940;23844;110720;7208;315936;1530
172392;170340;32868;31596;200;29;176392;1117660;0;444792;933200;4589128;164;0;83940;23844;110756;7208;315936;1530
172392;170340;32868;31596;200;57;176396;1117660;0;444832;933160;4589268;152;0;83936;23844;110732;7208;315748;1020
172392;170340;32868;31596;200;44;176412;1117656;0;444864;933148;4588868;36;0;83940;23844;110724;7208;317724;1020
172392;170340;32868;31596;200;36;176420;1117660;0;444912;933108;4589056;4;0;83940;23844;110656;7208;317468;1530
172392;170340;32868;31596;200;22;176444;1117660;0;444964;933080;4589044;164;0;83940;23844;110676;7204;317468;1530
172392;170340;32868;31596;200;15;176480;1117664;0;445000;933084;4589224;172;0;83940;23844;110668;7208;317244;1530
172392;170340;32868;31596;200;9;176512;1117664;0;445048;933068;4589288;164;0;83940;23844;110656;7208;314800;1530
172392;170340;32868;31596;200;9;176552;1117664;0;445080;933076;4589164;156;0;83940;23844;110680;7208;314800;1530
172392;170340;32868;31596;200;53;176592;1117664;0;445104;933092;4588936;36;0;83940;23844;110844;7204;316544;1530
172392;170340;32868;31596;200;50;176640;1117664;0;445136;933108;4589084;16;0;83940;23844;110924;7208;318628;1530
172392;170340;32868;31596;200;43;176668;1117664;0;445172;933096;4589008;36;0;83936;23844;110728;7208;316248;1530
172392;170340;32868;31596;200;38;176712;1117664;0;445212;933104;4588924;152;0;83940;23844;110776;7204;315856;2040
172392;170340;32868;31596;200;26;176724;1117664;0;445284;933040;4588780;160;0;83940;23844;110736;7204;315468;1530
172392;170340;32868;31596;200;15;176756;1117664;0;445336;933024;4588868;152;0;83940;23844;110692;7208;315304;1020
172392;170340;32868;31596;200;10;176800;1117668;0;445372;933036;4589156;164;0;83940;23844;110696;7208;317352;1020
172392;170340;32868;31596;200;9;176824;1117676;0;445436;933004;4589288;156;0;83940;23844;110684;7208;317352;1020
172392;170340;32868;31596;200;58;176840;1117676;0;445488;932968;4588648;44;0;83940;23844;110660;7208;314932;1530
172392;170340;32868;31596;200;43;176864;1117676;0;445544;932936;4588644;24;0;83940;23824;110692;7176;316768;1530
172392;170340;32868;31596;200;33;176884;1117676;0;445572;932924;4588848;164;0;84064;23840;110672;7212;316548;1530
172392;170340;32868;31628;200;16;176892;1117676;0;445632;932908;4588580;152;0;83972;23844;110728;7208;318708;1530
172392;170340;32868;31628;200;9;176900;1117676;0;445684;932864;4588660;156;0;83972;23844;110616;7208;316472;1530
172392;170340;32868;31628;200;9;176908;1117680;0;445724;932832;4588668;144;0;83968;23844;110660;7204;316472;1020
172392;170340;32868;31628;200;58;176928;1117680;0;445760;932820;4588516;164;0;83972;23844;110588;7204;316388;1020
172392;170340;32868;31628;200;47;176948;1117680;0;445816;932784;4588612;28;0;83972;23844;110652;7204;318504;1020
172392;170340;32868;31628;200;36;176964;1117684;0;445856;932764;4588940;32;0;83972;23844;110588;7208;313832;1530
172392;170340;32868;31628;200;25;176976;1117684;0;445900;932728;4588532;152;0;83972;23844;110588;7204;313832;1530
172392;170340;32868;31628;200;10;176996;1117684;0;445948;932704;4588776;156;0;83972;23844;110580;7208;313536;1530
172392;170340;32868;31628;200;9;177008;1117684;0;445996;932664;4589156;144;0;83968;23844;110644;7208;315584;1020
172392;170340;32868;31628;200;63;177044;1117684;0;446044;932660;4588600;164;0;83976;23844;110684;7208;315380;1020
172392;170340;32868;31628;200;55;177060;1117684;0;446084;932632;4588788;28;0;83972;23844;110628;7208;315412;1020
172392;170340;32868;31628;200;38;177072;1117684;0;446136;932588;4588304;44;0;83968;23844;110688;7204;317572;1020
172392;170340;32868;31628;200;32;177096;1117684;0;446184;932568;4588484;20;0;83972;23844;110648;7204;314808;1020
172392;170340;32868;31628;200;26;177120;1117684;0;446208;932568;4588640;156;0;83972;23844;110668;7208;314808;510
172392;170340;32868;31628;200;13;177148;1117684;0;446248;932552;4588504;144;0;83968;23844;110812;7204;314808;1020
172392;170340;32868;31628;200;9;177156;1117684;0;446288;932520;4589156;160;0;83968;23844;110728;7208;314808;1020
172392;170340;32868;31628;200;64;177160;1117684;0;446328;932488;4588476;152;0;83972;23844;110688;7204;314808;1020
172392;170340;32868;31628;200;56;177184;1117684;0;446372;932468;4588292;160;0;83972;23844;110704;7204;316932;1530
172392;170340;32868;31628;200;41;177200;1117688;0;446440;932420;4588536;28;0;83972;23844;110628;7208;316932;1530
172392;170340;32868;31628;200;33;177228;1117684;0;446476;932412;4588716;24;0;83972;23844;110584;7208;314544;1530
172392;170340;32868;31628;200;18;177240;1117688;0;446528;932372;4587968;148;0;83972;23844;110640;7208;318596;1530
172392;170340;32868;31628;200;9;177256;1117688;0;446544;932368;4588660;164;0;83968;23844;110716;7204;314340;1530
172392;170340;32868;31628;200;9;177276;1117684;0;446592;932336;4588288;156;0;83968;23844;110772;7204;314340;1530
172392;170340;32868;31628;200;63;177288;1117692;0;446644;932308;4587980;164;0;83972;23844;110652;7208;318548;1020
