Cluster
11
11
11
9
9
10
10
10
10
9
9
10
10
10
10
9
9
11
11
11
11
9
9
10
4
10
10
9
9
10
10
4
4
4
4
5
4
4
9
9
10
10
10
4
4
4
4
10
10
10
10
9
9
4
5
4
4
4
4
4
9
10
10
10
10
9
10
10
10
9
9
4
5
4
4
4
4
4
4
4
10
10
11
9
10
10
4
4
4
4
5
5
4
10
10
9
9
10
10
10
10
9
9
10
5
4
10
10
9
9
5
4
4
4
4
4
10
4
4
4
4
9
10
10
10
10
10
9
9
5
4
4
4
4
4
5
10
10
10
4
4
10
5
4
4
4
4
9
10
10
10
10
9
9
9
10
4
4
4
4
4
4
5
10
10
10
9
4
5
4
4
10
11
9
10
10
10
4
4
4
4
5
4
10
10
9
4
10
10
4
4
4
9
10
10
10
10
4
4
5
10
10
10
9
4
5
4
4
10
9
9
10
10
4
4
4
10
9
10
10
4
4
4
4
10
10
10
4
4
9
10
10
10
10
10
9
10
4
4
4
4
9
10
10
10
4
4
4
9
11
11
10
10
4
4
5
5
4
10
9
9
11
10
10
4
4
4
10
10
4
4
10
9
11
10
10
10
4
4
4
10
10
10
10
4
4
4
5
5
4
10
10
9
10
10
10
4
4
4
5
4
4
10
9
11
10
4
4
4
9
9
10
10
4
5
4
10
10
10
10
10
4
4
5
10
11
10
10
4
5
10
10
10
4
4
5
5
10
10
10
4
10
10
4
4
4
10
10
10
10
4
4
10
10
10
10
10
10
5
4
4
10
4
10
10
10
4
10
10
10
11
4
5
5
10
10
10
4
10
11
10
10
10
4
5
5
4
4
10
10
10
4
10
10
10
5
4
4
10
11
11
10
4
4
10
10
10
10
4
4
4
5
5
4
4
4
10
10
10
10
10
4
4
5
10
11
11
11
4
5
5
5
4
4
4
4
5
4
4
4
10
5
10
10
10
10
10
10
5
5
10
10
11
11
10
5
5
4
10
10
10
5
5
4
4
10
11
10
10
10
10
10
10
10
5
5
4
4
4
10
5
10
10
10
10
10
10
10
5
4
10
10
5
5
4
10
10
10
5
5
4
10
10
10
5
5
5
4
11
11
10
10
10
10
10
10
4
4
5
5
10
5
4
4
10
10
10
5
5
4
10
11
10
10
5
5
4
10
4
5
5
5
10
10
4
4
5
5
10
10
10
4
4
10
10
10
4
4
4
10
10
5
5
5
10
10
10
5
5
5
10
10
10
10
5
10
10
4
4
4
5
10
10
10
10
10
10
10
5
5
10
10
10
10
10
10
10
10
11
10
4
4
4
10
10
10
10
10
4
5
5
10
10
10
4
5
5
5
5
4
4
4
5
10
10
10
10
10
10
5
5
5
4
4
4
10
10
10
10
10
10
10
4
5
5
5
10
10
10
10
10
5
5
4
4
5
10
10
10
10
10
10
5
5
5
4
4
4
10
10
10
10
11
10
10
10
5
5
4
4
10
10
10
5
10
10
10
10
10
10
4
4
4
10
5
5
4
4
10
10
10
10
5
4
4
10
10
10
10
10
10
10
10
10
5
10
10
10
10
10
10
4
4
4
11
10
10
10
4
4
4
5
10
11
11
10
4
5
5
5
5
10
10
4
5
5
5
10
10
10
11
11
5
5
4
4
4
10
10
5
5
5
10
10
10
10
10
10
4
4
10
10
10
10
5
10
10
10
10
10
5
4
4
4
10
10
10
10
5
4
10
10
10
10
5
5
4
4
4
5
5
11
11
11
10
10
10
10
10
4
5
5
5
10
10
10
10
10
10
10
10
10
10
10
5
5
5
4
4
10
10
10
10
10
4
4
10
5
5
5
10
11
10
10
5
5
4
4
4
5
10
11
10
5
4
4
10
5
5
5
4
10
10
5
10
5
5
4
10
10
5
5
5
10
4
10
10
5
5
10
10
10
10
5
5
5
5
4
4
11
10
10
10
5
4
5
5
10
10
10
10
4
10
10
10
4
4
4
5
5
10
10
11
4
5
5
10
10
10
10
10
5
5
5
10
10
10
10
5
10
10
10
5
5
10
10
10
10
10
5
5
4
11
10
10
5
5
5
4
4
10
10
10
10
10
10
10
5
5
5
10
11
11
11
5
5
5
4
4
4
10
10
5
5
5
4
4
10
5
10
10
10
10
10
10
10
4
4
5
4
10
10
10
10
10
5
5
10
10
10
10
10
5
5
5
10
10
10
11
5
5
5
4
10
10
5
5
5
10
10
10
5
5
10
10
10
10
10
10
5
5
10
10
11
11
10
5
5
4
4
5
10
10
5
5
4
4
10
10
10
10
10
10
10
10
10
10
10
10
10
10
4
10
10
10
10
11
10
5
5
5
5
5
4
5
5
5
10
10
10
10
10
10
10
10
4
10
10
10
11
10
10
10
10
5
10
5
11
5
5
10
10
5
5
5
5
5
6
5
5
6
5
5
5
5
5
5
5
5
6
5
4
5
4
6
6
6
5
4
5
10
5
5
5
5
5
6
5
5
5
6
5
5
6
5
6
5
10
5
10
5
5
5
5
5
5
10
4
6
6
6
6
6
6
6
7
7
7
7
7
7
7
7
11
11
5
11
10
11
11
7
7
7
6
7
11
7
11
7
6
7
7
6
6
7
7
11
11
11
11
11
11
7
11
11
7
7
7
7
7
7
11
11
7
11
11
11
7
7
11
11
7
7
7
11
7
6
11
11
11
7
11
11
11
11
11
11
11
7
11
7
7
7
7
7
7
7
7
7
7
7
7
11
7
7
7
11
11
7
7
7
7
6
7
6
7
7
7
7
11
7
7
7
7
7
7
7
7
7
7
7
6
6
6
7
7
7
7
7
7
7
7
7
7
7
7
7
6
7
7
7
6
6
6
7
7
7
7
7
11
6
6
11
7
7
6
6
7
11
7
6
6
7
6
7
7
7
7
7
11
7
7
11
11
7
7
11
7
7
6
7
7
6
7
11
11
7
7
7
7
6
7
6
7
7
7
11
11
7
7
7
6
6
6
6
6
7
11
7
7
7
7
7
6
7
7
6
7
7
6
7
7
7
6
7
7
7
7
6
6
7
7
7
7
11
11
7
7
7
7
6
6
7
7
6
11
11
11
7
7
7
7
6
6
7
6
7
7
7
7
7
7
7
6
7
7
7
7
11
11
7
7
7
7
7
7
7
7
11
7
7
7
7
7
7
7
7
11
7
7
7
7
7
7
6
7
7
7
7
7
7
7
6
7
7
7
7
6
6
7
7
6
7
6
6
7
6
6
6
6
11
7
11
11
7
7
6
7
11
7
7
7
7
7
7
7
11
6
7
7
7
7
6
7
7
7
11
7
7
6
6
6
7
7
7
7
7
6
6
7
7
7
6
6
6
6
6
7
7
7
7
7
7
7
7
6
6
7
7
7
7
6
7
7
7
6
7
6
7
7
11
7
6
6
6
7
6
6
7
7
7
7
7
7
7
6
6
6
6
6
6
6
7
6
7
7
7
6
7
7
7
6
6
6
7
7
11
7
11
7
11
7
6
6
7
6
6
7
6
6
6
6
6
7
7
6
7
7
7
7
7
7
7
6
6
6
7
7
6
7
11
7
7
7
7
6
7
6
7
7
7
6
7
7
6
7
7
7
7
11
11
7
6
6
6
6
7
7
7
6
7
7
6
6
6
7
7
7
6
7
7
7
7
7
7
11
7
7
7
7
7
7
7
6
7
7
7
7
7
7
7
7
6
11
11
11
7
7
7
7
6
7
7
6
7
7
7
11
7
7
7
7
11
7
11
11
7
7
7
7
6
7
6
6
6
6
6
6
6
6
7
11
6
7
7
7
11
11
7
7
7
7
7
7
7
7
7
11
7
7
7
7
7
6
7
6
7
7
7
6
7
7
6
6
7
7
7
6
6
7
7
7
7
7
6
6
7
6
6
7
7
7
7
7
7
6
7
11
7
7
7
7
7
7
11
11
11
11
7
7
6
7
7
7
11
7
7
7
7
7
7
7
6
7
7
7
7
7
7
7
7
11
7
11
11
11
11
7
7
6
7
7
6
7
7
7
7
7
7
6
7
6
7
6
6
7
7
6
6
11
7
7
7
7
7
7
7
6
6
7
11
11
11
11
7
7
7
6
7
7
7
7
6
7
11
7
7
6
7
6
6
7
7
6
7
6
6
7
7
7
7
7
7
6
6
6
6
7
7
7
6
7
6
7
7
6
7
7
6
6
7
7
7
6
7
7
11
7
7
6
6
7
7
7
7
6
7
7
7
7
11
7
6
11
7
6
6
7
7
7
11
7
6
6
6
7
11
6
6
7
6
7
6
6
11
7
11
11
7
11
11
7
7
7
7
6
11
11
11
11
7
7
7
7
7
7
7
7
7
7
7
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
3
3
3
3
9
9
9
9
9
9
10
10
9
9
9
9
9
4
4
4
4
4
4
4
4
9
9
9
9
10
9
9
9
4
4
4
4
4
4
4
9
9
10
9
9
4
4
4
4
10
10
5
5
4
10
10
10
5
5
5
4
11
11
10
10
10
10
10
10
4
4
5
5
10
5
4
4
10
10
10
5
5
4
10
11
10
10
5
5
4
10
4
5
5
5
10
10
4
4
5
5
10
10
10
4
4
10
10
10
4
4
4
10
10
5
5
5
10
10
10
5
5
5
10
10
10
10
5
10
10
4
4
4
5
10
10
10
10
10
10
10
5
5
10
10
10
10
10
10
10
10
11
10
4
4
4
10
10
10
10
10
4
5
5
10
10
10
4
5
5
5
5
4
4
4
5
10
10
10
10
10
10
5
5
5
4
4
4
10
10
10
10
10
10
10
4
5
5
5
10
10
10
10
10
5
5
4
4
5
10
10
10
10
10
10
5
5
5
4
4
4
10
10
10
10
11
10
10
10
5
5
4
4
10
10
10
5
10
10
10
10
10
10
4
4
4
10
5
5
4
4
10
10
10
10
5
4
4
10
10
10
10
10
10
10
10
10
5
10
10
10
10
10
10
4
4
4
11
10
10
10
4
4
4
5
10
11
11
10
4
5
5
5
5
10
10
4
5
5
5
10
10
10
11
11
5
5
4
4
4
10
10
5
5
5
10
10
10
10
10
10
4
4
10
10
10
10
5
10
10
10
10
10
5
4
4
4
10
10
10
10
5
4
10
10
10
10
5
5
4
4
4
5
5
11
11
11
10
10
10
10
10
4
5
5
5
10
10
10
10
10
10
10
10
10
10
10
5
5
5
4
4
10
10
10
10
10
4
4
10
5
5
5
10
11
10
10
5
5
4
4
4
5
10
11
10
5
4
4
10
5
5
5
4
10
10
5
10
5
5
4
10
10
5
5
5
10
4
10
10
5
5
10
10
10
10
5
5
5
5
4
4
11
10
10
10
5
4
5
5
10
10
10
10
4
10
10
10
4
4
4
5
5
10
10
11
4
5
5
10
10
10
10
10
5
5
5
10
10
10
10
5
10
10
10
5
5
10
10
10
10
10
5
5
4
11
10
10
5
5
5
4
4
10
10
10
10
10
10
10
5
5
5
10
11
11
11
5
5
5
4
4
4
10
10
5
5
5
4
4
10
5
10
10
10
10
10
10
10
4
4
5
4
10
10
10
10
10
5
5
10
10
10
10
10
5
5
5
10
10
10
11
5
5
5
4
10
10
5
5
5
10
10
10
5
5
10
10
10
10
10
10
5
5
10
10
11
11
10
5
5
4
4
5
10
10
5
5
4
4
10
10
10
10
10
10
10
10
10
10
10
10
10
10
4
10
10
10
10
11
10
5
5
5
5
5
4
5
5
5
10
10
10
10
10
10
10
10
4
10
10
10
11
10
10
11
10
5
10
5
11
5
5
10
10
5
5
5
5
5
6
5
5
6
5
5
5
5
5
5
5
5
6
5
4
5
4
6
6
6
5
4
5
10
5
5
5
5
5
6
5
5
5
6
5
5
6
5
6
5
10
5
10
5
5
5
5
5
5
10
4
6
6
6
6
6
6
6
7
7
7
7
7
7
7
7
11
11
5
11
10
11
11
7
7
7
6
8
11
7
11
7
6
7
7
6
6
7
7
11
11
11
11
11
11
7
11
11
7
7
7
7
7
7
11
11
7
11
11
11
7
7
11
11
7
7
7
11
7
6
11
11
11
7
11
11
11
11
11
11
11
7
11
7
7
7
7
7
7
7
7
7
7
7
7
11
7
7
7
11
11
7
7
7
7
6
7
6
11
7
7
7
11
7
7
7
7
7
7
7
7
11
7
7
6
6
6
7
7
7
7
7
7
7
7
7
7
7
7
7
6
7
7
7
6
6
6
7
7
7
7
7
11
6
6
11
7
7
6
6
7
11
7
6
6
7
6
7
7
7
7
7
11
7
7
11
11
7
7
11
7
7
6
7
7
6
7
11
11
7
7
7
7
6
7
6
7
7
7
11
11
7
7
7
6
6
8
6
6
7
11
7
7
7
7
7
6
7
7
6
7
7
6
7
7
7
6
7
7
7
7
6
6
7
7
7
7
11
11
7
7
7
7
6
6
7
7
6
11
11
11
7
7
7
7
6
6
7
6
7
7
7
7
7
7
7
6
7
7
7
7
11
11
7
7
7
7
7
7
7
7
11
7
7
7
7
7
7
7
7
11
7
7
7
7
7
7
6
7
7
7
7
7
7
7
6
7
7
7
7
6
6
7
7
6
7
6
6
7
6
6
6
6
8
7
11
11
7
7
6
7
11
7
7
7
7
7
7
7
11
6
7
7
7
7
6
7
7
7
11
7
7
6
6
6
7
7
7
7
7
6
6
7
7
7
6
6
6
6
6
7
7
7
7
7
7
7
7
6
6
7
7
7
7
6
7
7
7
6
7
6
7
7
11
7
6
6
6
7
6
6
7
7
7
7
7
7
7
6
6
6
6
6
6
6
7
6
7
7
8
6
7
7
7
6
6
6
7
7
8
7
11
7
11
7
6
6
7
6
6
7
6
6
6
6
6
7
7
6
7
7
7
7
7
7
7
6
6
6
7
7
6
7
11
7
7
7
7
6
7
6
7
7
7
6
7
7
6
7
7
7
7
11
11
7
6
6
6
6
7
7
7
6
7
7
6
6
6
7
7
7
6
7
7
7
7
7
7
11
7
7
7
7
7
7
7
6
7
7
7
7
7
7
7
7
6
11
11
11
7
7
7
7
10
10
5
5
5
4
4
10
10
10
10
10
10
10
5
5
5
10
11
11
11
5
5
5
4
4
4
10
10
5
5
5
4
4
10
5
10
10
10
10
10
10
10
4
4
5
4
10
10
10
10
10
5
5
10
10
10
10
10
5
5
5
10
10
10
11
5
5
5
4
10
10
5
5
5
10
10
10
5
5
10
10
10
10
10
10
5
5
10
10
11
11
10
5
5
4
4
5
10
10
5
5
4
4
10
10
10
10
10
10
10
10
10
10
10
10
10
10
4
10
10
10
10
11
10
5
5
5
5
5
4
5
5
5
10
10
10
10
10
10
10
10
4
10
10
10
11
10
10
11
10
5
10
5
11
5
5
10
10
5
5
5
5
5
6
5
5
6
5
5
5
5
5
5
5
5
6
5
4
5
4
6
6
6
5
4
5
10
5
5
5
5
5
6
5
5
5
6
5
5
6
5
6
5
10
5
10
5
5
5
5
5
5
10
4
6
6
6
6
6
6
6
7
7
7
7
7
7
7
7
11
11
5
11
10
11
11
7
7
7
6
8
11
7
11
7
6
7
7
6
6
7
7
11
11
11
11
11
11
7
11
11
7
7
7
7
7
7
11
11
7
11
11
11
7
7
11
11
7
7
7
11
7
6
11
11
11
7
11
11
11
11
11
11
11
7
11
7
7
7
7
7
7
7
7
7
7
7
7
11
7
7
7
11
11
7
7
7
7
6
7
6
11
7
7
7
11
7
7
7
7
7
7
7
7
11
7
7
6
6
6
7
7
7
7
7
7
7
7
7
7
7
7
7
6
7
7
7
6
6
6
7
7
7
7
7
11
6
6
11
7
7
8
6
7
11
7
9
9
9
4
4
10
9
9
9
9
10
4
4
4
4
4
9
10
9
9
9
9
4
10
10
4
4
4
9
9
9
4
4
4
9
9
9
10
4
4
4
9
11
11
10
8
4
4
4
9
10
10
4
4
4
4
4
4
9
9
9
4
4
10
10
9
4
4
4
10
10
9
9
9
9
10
4
4
4
9
10
10
4
9
4
4
4
4
10
10
9
9
9
9
4
4
4
9
9
4
4
10
10
9
9
9
9
4
4
4
9
9
9
9
9
9
10
10
4
4
4
4
4
10
10
9
9
8
9
4
4
4
4
4
9
9
10
10
4
9
9
9
10
4
4
9
4
4
4
10
10
10
9
4
4
4
4
4
9
9
9
4
4
10
10
9
4
4
9
4
4
4
4
4
4
10
10
9
9
9
9
10
10
9
9
4
4
4
10
10
10
9
9
4
4
4
4
9
9
9
4
4
10
9
9
9
9
10
4
4
4
4
4
9
10
9
9
9
9
4
10
10
4
4
4
9
9
9
4
4
4
9
9
9
10
4
4
4
9
11
11
10
4
4
4
4
9
10
10
4
4
4
4
4
4
9
9
9
4
8
10
10
9
4
4
4
10
10
9
9
9
9
10
4
4
4
9
10
10
4
9
4
4
4
4
10
10
9
9
9
9
4
4
4
9
9
4
4
10
10
9
9
9
9
4
4
4
9
9
9
9
9
9
10
10
4
4
4
4
4
10
10
14
9
9
9
4
4
4
4
4
9
9
10
10
4
9
9
9
10
4
4
9
4
4
4
10
10
10
9
4
4
4
4
4
9
9
9
4
8
10
10
9
4
8
9
4
4
4
4
4
4
10
10
9
