tempo
-inf
200.0
200.0
200.0
200.0
200.0
201.0
203.0
204.0
206.0
208.0
209.0
211.0
211.0
211.0
218.0
220.0
220.0
220.0
220.0
221.0
224.0
226.0
229.0
230.0
231.0
231.0
231.0
232.0
234.0
234.0
235.0
238.0
240.0
240.0
245.0
246.0
248.0
248.0
249.0
253.0
256.0
258.0
258.0
260.0
261.0
264.0
272.0
276.0
276.0
279.0
280.0
281.0
287.0
289.0
291.0
301.0
310.0
311.0
311.0
312.0
316.0
317.0
320.0
328.0
336.0
340.0
342.0
347.0
362.0
368.0
377.0
378.0
378.0
381.0
391.0
396.0
413.0
414.0
425.0
444.0
445.0
450.0
457.0
464.0
477.0
480.0
497.0
512.0
514.0
519.0
545.0
548.0
558.0
562.0
568.0
568.0
580.0
593.0
621.0
626.0
634.0
647.0
649.0
672.0
677.0
681.0
705.0
714.0
733.0
740.0
780.0
793.0
805.0
806.0
810.0
831.0
857.0
861.0
911.0
925.0
928.0
929.0
933.0
951.0
957.0
960.0
963.0
966.0
968.0
982.0
1008.0
1018.0
1028.0
1042.0
1045.0
1046.0
1065.0
1088.0
1101.0
1129.0
1133.0
1138.0
1142.0
1149.0
1157.0
1163.0
1171.0
1189.0
1192.0
1203.0
1206.0
1244.0
1250.0
1251.0
1257.0
1279.0
1280.0
1281.0
1317.0
1323.0
1338.0
1352.0
1352.0
1365.0
1374.0
1379.0
1382.0
1406.0
1473.0
1473.0
1473.0
1473.0
1473.0
1473.0
1477.0
1482.0
1487.0
1506.0
1515.0
1531.0
1542.0
1562.0
1607.0
1644.0
1647.0
1723.0
1738.0
1776.0
1781.0
1785.0
1794.0
1796.0
1840.0
1869.0
1908.0
1931.0
1937.0
1953.0
2031.0
2076.0
2134.0
2137.0
2138.0
2149.0
2152.0
2185.0
2196.0
2202.0
2219.0
2237.0
2281.0
2296.0
2386.0
2389.0
2434.0
2460.0
2463.0
2488.0
2501.0
2551.0
2599.0
2701.0
2753.0
2771.0
2816.0
2843.0
2878.0
2879.0
2916.0
2947.0
3015.0
3058.0
3066.0
3173.0
3212.0
3220.0
3252.0
3258.0
3283.0
3291.0
3327.0
3329.0
3582.0
3591.0
3638.0
3695.0
3714.0
3795.0
3812.0
3883.0
3951.0
4057.0
4159.0
4169.0
4212.0
4307.0
4326.0
4367.0
4382.0
4390.0
4480.0
4590.0
4671.0
4694.0
4738.0
4787.0
4959.0
5031.0
5035.0
5095.0
5168.0
5244.0
5244.0
5256.0
5282.0
5469.0
5618.0
5664.0
5779.0
5787.0
5947.0
5955.0
5991.0
6553.0
6607.0
6659.0
6743.0
6906.0
7008.0
7161.0
7217.0
7231.0
7308.0
7341.0
7370.0
7457.0
7475.0
7492.0
7675.0
7679.0
7812.0
7861.0
8008.0
8076.0
8231.0
8242.0
8259.0
8308.0
8328.0
8418.0
8502.0
8522.0
8595.0
8619.0
8636.0
8669.0
8671.0
8718.0
8862.0
9077.0
9184.0
9399.0
9419.0
9430.0
9470.0
9519.0
9551.0
9552.0
9552.0
9632.0
9649.0
9674.0
9774.0
9891.0
10039.0
10172.0
10254.0
10281.0
10414.0
10468.0
10515.0
10569.0
10648.0
10768.0
10899.0
10913.0
10930.0
11024.0
11024.0
11024.0
11025.0
11025.0
11025.0
11025.0
11025.0
11025.0
11025.0
11025.0
11025.0
11025.0
11025.0
11059.0
11106.0
11571.0
11872.0
11937.0
11989.0
12016.0
12047.0
12070.0
12103.0
12164.0
12164.0
12275.0
12326.0
12392.0
12451.0
12498.0
12608.0
12641.0
12807.0
13316.0
13479.0
13587.0
13747.0
13836.0
14028.0
14207.0
14579.0
14841.0
15304.0
15885.0
16008.0
16191.0
16251.0
16310.0
16496.0
16575.0
16582.0
16784.0
16898.0
17056.0
17370.0
17508.0
18050.0
18154.0
18277.0
18400.0
18441.0
18762.0
18968.0
19059.0
19518.0
19713.0
20263.0
20695.0
21004.0
21203.0
21435.0
21626.0
21816.0
22013.0
22050.0
22129.0
22324.0
22370.0
22378.0
22759.0
22908.0
22996.0
24015.0
24864.0
24964.0
25110.0
25525.0
25858.0
25906.0
25972.0
26204.0
26934.0
27502.0
29316.0
29946.0
31047.0
31473.0
31539.0
32210.0
32295.0
33075.0
33075.0
33504.0
33511.0
33631.0
33784.0
33796.0
33916.0
35599.0
35798.0
35814.0
37455.0
39147.0
40105.0
42206.0
42227.0
42372.0
43835.0
44100.0
44287.0
46616.0
48512.0
50351.0
51130.0
52068.0
52617.0
53628.0
53966.0
54860.0
54976.0
57932.0
58196.0
59459.0
59681.0
60140.0
60987.0
62201.0
64299.0
70525.0
71869.0
72438.0
77219.0
78152.0
85113.0
86468.0
88198.0
89805.0
92596.0
96271.0
98239.0
108256.0
108941.0
110218.0
138984.0
143639.0
184641.0
209901.0
248516.0
299578.0
